ОКПО;ИНН;Грузоотправитель;Холдинг грузоотправителя
10746605;3804049717;АТЛАНТ, ООО;Прочие
57414632;8615010921;АТЛАНТ, ООО;Прочие
60604939;4322009735;АТЛАНТ, ООО;Прочие
86347658;0326479893;АТЛАНТ, ООО;Прочие
73704008;3905059133;АТЛАС-МАРКЕТ, ООО;Прочие
33745057;1513072796;АТМ-СЕРВИС, ООО;Прочие
365440;5802000692;АТМИС-САХАР, ОАО;Прочие
97365642;6670134032;АТОМ, ООО;Прочие
52683630;7717609102;АТОМСПЕЦТРАНС, АО;Прочие
62450015;6324003411;АТР, ООО;Прочие
79290952;2722052114;АТР, ООО;Прочие
19916049;5407967545;АТРАНС ЛОГИСТИКА, ООО;Прочие
76453520;1900007770;АТРАНС, ООО;Прочие
21728013;7609002208;АТРУС, ЗАО;Прочие
56145093;2225229770;АТС, ООО;Прочие
72862530;1683017263;АТС, ООО;Прочие
24477215;1831160855;АТТ, ООО;Прочие
26329795;5405486959;АТТ, ООО;Прочие
3807231;4345450223;АТЭК, ООО;Прочие
40537046;9702002020;АУРА ОЙЛ, ООО;Прочие
205067;7711026048;АУРАТ, АО;Прочие
85847732;2114903352;АУРАТ-СВ, ООО;Прочие
32383830;2222870016;АФ ПЕРЕСВЕТ, ООО;Прочие
52529402;7103028071;АФЕС, ООО;Прочие
82052386;0277110275;АФК-РЕСУРС, ЗАО;Прочие
72941205;9701203284;АХПП, ООО;Прочие
26401475;2347015945;АХТАРСКИЙ, ООО ЗАВОД;Прочие
42157218;7817311895;АЭМ-ТЕХНОЛОГИИ АЭМ-СПЕЦСТАЛЬ, ФЛ АО;Прочие
41966513;6678104833;АЭРИКОН, ООО;Прочие
97070734;2536183078;АЯКС, ООО;Прочие
76715552;1435045249;АЯМТРАНССЕРВИС, ООО;Прочие
5229807;1901003094;АЯН, АО;Прочие
2022488261;054603408945;Абдужанов Магомед Арипович;Прочие
148596916;861501770556;Абдуллаев Эльман Мансуфунлла Оглы;Прочие
121295635;246518536586;Абдунабиев Фирдавс Абдужабборович;Прочие
174560001;272400036502;Адамишин Юрий Павлович;Прочие
2024073948;055200058305;Айгунова Умсапият Магомеднабиевна;Прочие
200321307;100485257183;Алексеев Константин Вячеславович;Прочие
2028595027;860406211010;Алиева Людмила Бахшеиш Кызы;Прочие
1090614;7708503727;Алтайская дистанция пути имени И.К.Гусельникова;"ОАО ""РЖД"""
105339091;433500165052;Андреев Александр Владимирович;Прочие
2006417592;650602160338;Андреева Наталья Андреевна;Прочие
1090005;7708503727;Анжерская дистанция пути;"ОАО ""РЖД"""
173305067;312809284315;Антоненко Светлана Владимировна;Прочие
147234999;383400150083;Архипов Валерий Владимирович;Прочие
88883574;431700006338;Асхатзянов Ренат Рашидович;Прочие
2009341546;027891760579;Атаханов Равшан Эркинович;Прочие
192969463;431601935843;Афанасьев Дмитрий Юрьевич;Прочие
2015978097;250551376624;Ахвердян Гарик Норикович;Прочие
81090373;5190177080;БАВАРИЯ ПЛЮС РЕМОНТ, ООО;Прочие
66252648;5406637054;БАГАЖНОЕ ОТДЕЛЕНИЕ, ООО;Прочие
60038730;5417105943;БАГАНХЛЕБОПРОДУКТ, ООО;"ООО ""БИЙСКХЛЕБОПРОДУКТ"""
223332;3125008314;БАЗ, АО;Прочие
29873973;5045063169;БАЗА МАЛИНО, ООО;Прочие
7618418;5001007801;БАЗА МТС, АО;Прочие
34417028;7107045046;БАЗА СТРОЙКОМПЛЕКТ, ООО;Прочие
38815265;5408295303;БАЗА-13, ООО;Прочие
21922608;2456003837;БАЗАЛЬТ, ООО;Прочие
58654396;1660058577;БАЗАЛЬТ, ООО;Прочие
22171802;2801203912;БАЗИС, ООО;Прочие
79073775;2901146295;БАЗИС, ООО;Прочие
24370167;2130164035;БАЗИС-МЕТАЛЛ, ООО;Прочие
28503895;7004007881;БАЗЭКСПРЕСС, ООО;Прочие
12870887;7733319390;БАЙКАЛ, ООО;Прочие
26721688;0323403617;БАЙКАЛ-ЛОГИСТИКА, ООО;Прочие
77098788;0323124660;БАЙКАЛ-ЭКСПОРТ, ООО;Прочие
14463784;3827015954;БАЙКАЛКВАРЦСАМОЦВЕТЫ, АО;Прочие
90048306;0317011611;БАЙКАЛПРОММЕТ, ООО;Прочие
80268337;3811112790;БАЙКАЛТРАНСАЛЬЯНС, ООО;Прочие
44473877;3808229774;БАЙКАЛЬСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ, ФЛ УСТЬ-ИЛИМСКАЯ ТЭЦ ООО;Прочие
49439345;3843003593;БАЙКАЛЬСКИЕ МИНЕРАЛЫ, ООО;Прочие
6856593;3811443633;БАЙКАЛЬСКИЙ БИТУМНЫЙ ТЕРМИНАЛ, ООО;Прочие
68592822;3851002113;БАЙКАЛЭКОПЛЮС, ООО;Прочие
64881251;3808214513;БАЙКАЛЭКСПОРТЛЕС, ООО;Прочие
1445939;7414000135;БАКАЛЕЯ, ООО;Прочие
48289151;5425110577;БАКС, ООО;Прочие
86126928;0722001660;БАКСАН-АВТОЗАПЧАСТЬ, ООО;Прочие
71147818;3252000646;БАЛТ, ООО;Прочие
87105420;3906199736;БАЛТИЙСКАЯ ЛОГИСТИКА КАЛИНИНГРАД, ООО;Прочие
48926942;7826023942;БАЛТИЙСКИЙ ПОРТ, ООО;Прочие
53943380;5024043820;БАЛТИЯ+, ООО;Прочие
1394308;3903006136;БАЛТКРАН, ОАО;Прочие
52142548;7804099031;БАЛТТРАНССЕРВИС, ООО;Прочие
20817819;7802005550;БАЛТЦЕЛ, АО;Прочие
32253;7702235133;БАНК РОССИИ;Прочие
74945526;5402072332;БАРАБИНСКХЛЕБОПРОДУКТ, ООО;Прочие
45602956;8622026601;БАРАКА, ООО;Прочие
83604712;3123178938;БАРАКАТ, ООО;Прочие
2997457;2225035817;БАРНАУЛГОРТОП, ЗАО;Прочие
28252298;2223623411;БАРНАУЛЬСКИЙ ЗАВОД АТИ, ООО;Прочие
46028439;2225216002;БАРНАУЛЬСКИЙ ЭЛЕВАТОР, ООО;Прочие
35291471;2723031244;БАСК-ИНФО, ООО;Прочие
44857724;2454029477;БАСКО, ООО;Прочие
8612151;6722006355;БАСТИОН, ФГКУ;Прочие
31334568;3810006260;БАТ-СЕРВИС, ООО;Прочие
71718741;6945002379;БАТАЛИНСКИЙ ЛПК, ООО;Прочие
87537852;7706693215;БАТО, ООО;Прочие
44944156;1659022181;БАТЫР, ООО;Прочие
81065795;1644045595;БАУЛЮКС, ООО;Баулюкс Групп
56826812;5010026159;БАУМИТ, ООО;Прочие
34788005;0262031616;БАШВТОРЛОМ, ООО;Прочие
15309737;0224950231;БАШИЗВЕСТЬ-ЛОГИСТИКА, ООО;Прочие
12743717;0278213957;БАШКЕРАМИКА, ООО;Прочие
77833822;0267011229;БАШКИРСКАЯ МЕДЬ , ООО БАШМЕДЬ, ООО;Прочие
43073989;0278956342;БАШКИРСКИЕ ЗЛАКИ, ООО;Прочие
22554348;0256997257;БАШЛЕССЕРВИС, ООО;Прочие
49057520;5806003172;БАШМАКОВСКИЙ ЭЛЕВАТОР, АО;Прочие
31248248;0250006340;БАШМОДУЛЬСТРОЙ, ООО ПП;Прочие
61180246;0277106840;БАШНЕФТЬ-ДОБЫЧА, ООО;Прочие
79658004;0268039844;БАШПЛАСТ, ООО;Прочие
95862342;0245970038;БАШСЕЛЬХОЗТЕХНИКА, ООО МТК;Прочие
96229629;0270017125;БАШТАЛЬК, ООО;Прочие
32043815;0266044341;БАШХИМОЙЛ, ООО;Прочие
61188880;0265034284;БАШЧЕРМЕТ, ООО;Прочие
45298296;5403059567;ББВВСС, ООО;Прочие
54180599;7805164692;ББТ, АО;Прочие
41318398;4705089414;БВРЗ НОВОТРАНС, ООО;Прочие
30586828;7805563055;БВТ, ООО;Прочие
76438265;6317161223;БГ-ТЕРМИНАЛ, ООО;Прочие
14502797;6604012708;БГТ , ООО БЕРЕЗОВСКИЙ ГРУЗОВОЙ ТЕРМИНАЛ, ООО;Прочие
281559;3123004089;БЕЛАЦИ, ПАО;Прочие
89671922;3102204390;БЕЛВНЕШТРАНС+, ООО;Прочие
70685488;2804010387;БЕЛВУД, ООО;Прочие
99968617;3123163716;БЕЛГОРСОЛОД, ООО;Прочие
4503519;3123395298;БЕЛКЕР, ООО;Прочие
50909000;3100028911;БЕЛМОЛПРОДУКТ, ООО;Прочие
37717477;4202043653;БЕЛОВСКИЙ ЭЛЕВАТОР, ООО;Прочие
98299887;2804020096;БЕЛОГОРСКОЕ, ООО;Прочие
91878033;2466244091;БЕЛОГОРЬЕ, ООО ТК;Прочие
245925;3503000059;БЕЛОЗЕРСКИЙ ЛПХ, АО;Прочие
41146626;3503003564;БЕЛОЗЕРСКЛЕС, ООО;Прочие
57243248;3123487990;БЕЛПИК, ООО;Прочие
89680387;3123196609;БЕЛТРАНЗИТГРУПП, ООО;Прочие
4812284;2447013155;БЕЛЫЙ ПАРУС, ООО;Прочие
38948552;3123315768;БЕЛЭНЕРГОМАШ-БЗЭМ, ООО;Прочие
87299967;4501173650;БЕНТИЗОЛ, ООО;Прочие
20053205;5626030240;БЕНТОЛЮКС, ООО;Прочие
41219638;4526006323;БЕНТОНИТ КУРГАНА, ООО;Прочие
53394921;6629012570;БЕНТОНИТЫ УРАЛА, ООО НПП;Прочие
51253330;7703400679;БЕНТОПРО, ООО;Прочие
73237129;3128047512;БЕНТОПРОМ, ООО;Прочие
37064398;6376022172;БЕНЧМАРК ТРЕЙДИНГ, ООО;Прочие
71576152;6670045047;БЕРГАУФ СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ, ООО;Прочие
937994;3408000242;БЕРДИЕВСКИЙ ЭЛЕВАТОР, АО;Прочие
26737181;5445026690;БЕРДСК ОНЛАЙН, ООО;Прочие
23574086;5446017265;БЕРДСКИЙ ЭЛЕВАТОР, ООО;Прочие
28791121;3525425954;БЕРЕЗНИК, АО;Прочие
81287302;5234004137;БЕРЕЗЯТА, ООО;Прочие
71096624;1101039849;БЕТОН-ИНВЕСТ, ООО;Прочие
19448393;6633026342;БЕТОНСТРОЙ, ООО;Прочие
20767867;2508056776;БЕТТА, ООО;Прочие
92357371;5907048490;БЕТТА, ООО;Прочие
30324496;3250526850;БЗК, ООО;Прочие
6670977;7203409874;БЗКГ, ООО;Прочие
55363468;6439056642;БЗМН, ООО;Прочие
22653323;0256013200;БЗРП, ЗАО;Прочие
57330875;3232033234;БЗСК, АО;Прочие
65146973;4205194587;БИЗНЕС БАЛАНС, ООО;Прочие
60488717;7733694497;БИЗНЕС РАЗВИТИЕ, ЗАО;Прочие
39694562;2462041196;БИЗНЕС-ЛЕС, ООО;Прочие
9448245;5259100724;БИЗНЕСГАРАНТ-НН, ООО;Прочие
40975258;6340006113;БИЗНЕСКОМСЕРВИС, ООО;Прочие
44605922;5249002485;БИЙСКИЙ ОЛЕУМНЫЙ ЗАВОД -ФЛ ФКП ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА;Прочие
45851132;2204092035;БИЙСКХЛЕБОПРОДУКТ, ООО;Прочие
42171939;7215007175;БИКОР, АО;Прочие
74153512;6367044243;БИО-ТОН, ООО КОМПАНИЯ;Прочие
479468;6828000346;БИОХИМ, АО;Прочие
31646813;7708333320;БИОЭН ТРЕЙД, ООО;Прочие
76453499;7724538484;БИТЕХ, ООО;Прочие
12692575;0266002239;БИТУМ, ООО;Прочие
28300672;2801240488;БИЭКСПОРТ, ООО;Прочие
98598495;7802381917;БИЭЛ, ООО;Прочие
50664923;2204018521;БИЯ-СИНТЕЗ, ООО;Прочие
57246761;1645014575;БКХП №1, ЗАО;Прочие
50843583;7838037555;БЛ, ООО;Прочие
89043829;7816455333;БЛАГО-АРМАВИР, ООО;Прочие
31819248;2223624670;БЛАГО-БАРНАУЛ, ООО;"АО ""БЛАГО КАПИТАЛ"""
31787301;2204087042;БЛАГО-БИЙСК, ООО;Прочие
10101937;2310165912;БЛАГО-ВЕРХНЯЯ ХАВА, ООО;Прочие
31654155;5504155010;БЛАГО-ОМСК, ООО;Прочие
10092397;2312196715;БЛАГО-ЭРТИЛЬ, ООО;Прочие
431220;2235002112;БЛАГОВЕЩЕНСКИЙ КМП, АО;Прочие
45846987;2460116953;БЛК, ООО;Прочие
55068166;2707006297;БЛК, ООО;Прочие
14336596;3257026800;БЛК-КОМПЛЕКС, ООО;Прочие
56739605;2508145419;БЛОК, ООО;Прочие
249596;2710008199;БЛПХ-2, ООО;Прочие
20782016;2508113449;БМ ЛОГИСТИКС ДВ, ООО;Прочие
67130657;2635801021;БМ-ГРУП, ООО;Прочие
932732;3605000114;БМК, АО;Прочие
6628550;2235009950;БМК, ООО;Прочие
32763875;3901003700;БНК, АО;Прочие
4537234;6605002100;БОГДАНОВИЧСКИЙ КОМБИКОРМОВЫЙ ЗАВОД, АО;Прочие
13709674;6617008498;БОГОСЛОВСКИЙ КИРПИЧНЫЙ ЗАВОД, ООО;Прочие
73757573;0240005725;БОКСИТ, ООО;Прочие
59916028;6907007841;БОЛОГОЕНЕФТЕПРОДУКТ, ООО;Прочие
83531290;5413112474;БОЛОТНОЕХЛЕБОПРОДУКТ, ООО;Прочие
48902812;2713021134;БОЛЬШОЙ ВОСТОК, ООО;Прочие
94857907;6317164672;БОМЭЗ, АО;Прочие
61975388;3604017718;БОРИСОГЛЕБСКИЙ МЭЗ, ООО;Прочие
5292409;5246037803;БОРСКИЙ СИЛИКАТНЫЙ ЗАВОД, ООО;Прочие
13969814;2224080239;БПЗ, АО;Прочие
4893213;3906997950;БПК, ООО;Прочие
84957217;1686036962;БР-СНАБЖЕНИЕ, ООО;Прочие
12138134;6167013664;БРАТЬЯ, ООО ПКФ;Прочие
56150024;5027318054;БРЕЙН КОСМОС, ООО;Прочие
56981205;6604011045;БРОЗЭКС, ООО;Прочие
13182184;7703068485;БРОК-ИНВЕСТ-СЕРВИС И К, ЗАО ТФД;Прочие
57370277;1215074741;БРОКСТАЛЬ, ООО;Прочие
750907;9106002678;БРОМ, АО;Прочие
149280;6439010895;БРТ, АО;Прочие
68453440;3250519281;БРЯНСКИЙ БРОЙЛЕР, ООО;Прочие
97512869;3249002650;БРЯНСКИЙ КИРПИЧНЫЙ ЗАВОД, ООО;Прочие
3470597;3201000493;БРЯНСКНЕФТЕПРОДУКТ, АО;Прочие
76379338;3254003201;БРЯНСКСЕЛЬМАШ, АО;Прочие
3412281;3235002026;БРЯНСКСНАБСЕРВИС ОПР, АО;Прочие
10051205;2204063002;БС-СЕРВИС, ООО;Прочие
99515264;3250071754;БСК ЛОГИСТИКС, ООО;Прочие
5505348;5808005802;БСК, ООО;Прочие
13755906;6440014975;БСК, ООО;Прочие
99955419;3123155539;БСК, ООО;Прочие
303350;0261027590;БСМ, ООО;Прочие
54125367;2721252520;БСМ-МОСТ, ООО;Прочие
1373861;7805029037;БСМЗ, ОАО;Прочие
41933100;3906385210;БСС, ООО;Прочие
86003002;3812998839;БССЛОГИСТИКА, ООО;Прочие
6973488;7802614270;БСТ, ООО;Прочие
81417928;7729577712;БТ СВАП, ООО;Прочие
4433457;3808196529;БТГ, ООО ТЭК;Прочие
2949352;5246000218;БТЗ, АО;Прочие
47835930;6670484333;БТЗ, ООО;Прочие
10415742;3123321377;БТИК, ООО;Прочие
44337918;2368013667;БТК, ООО;Прочие
25775653;6732081658;БТК-РУС, ООО;Прочие
56901873;5032074156;БТС ТКСК МОСТ, ООО;Прочие
54458511;3810088520;БТС, ООО;Прочие
47776280;9701174097;БТС-ЛОГИСТИКА, ООО;Прочие
15829537;1614013444;БУА ЭЛЕВАТОР, ООО;Прочие
57246755;1645014568;БУГУЛЬМИНСКИЙ ЭЛЕВАТОР, АО;Прочие
61163383;0216006647;БУЗДЯКСКИЙ ЭЛЕВАТОР, ООО;Прочие
40679958;1614011790;БУИНСКИЙ САХАР, ООО;Прочие
73055664;5005039280;БУЛАТ, ООО;Прочие
46562460;7733362445;БУЛЛС, ООО;Прочие
89788831;1121018780;БУМГИГИЕНА-1, ООО;Прочие
84479829;2704012599;БУНКЕР-ПОРТ, ООО;Прочие
85826434;2236004151;БУРЛИНСКИЙ ЭЛЕВАТОР, ООО;Прочие
33972310;7538002495;БУРТУЙ, ООО;Прочие
33400973;6680008446;БУТА ЛЕС, ООО;Прочие
25194287;7842147889;БУЭК, ООО;Прочие
32496445;4402001940;БХЗ, ОАО;Прочие
6521987;3116001200;БЭЗРК, ОАО;Прочие
34752556;7004007994;БЭК, ООО;Прочие
61112581;3804044275;БЭСТ, ООО;Прочие
93028818;6452918968;БЯРКАТ, ООО;Прочие
2008225763;432400656129;Бакулин Илья Викторович;Прочие
65946642;291200038849;Бакушин Михаил Васильевич;Прочие
64407357;225800276735;Балаганский Вячеслав Германович;Прочие
197259596;050705882191;Бамбатханов Гаджи Магомедович;Прочие
2029483087;434588561221;Баранов Андрей Сергеевич;Прочие
1090577;7708503727;Барнаульская дистанция пути;"ОАО ""РЖД"""
154443867;451800461196;Батраев Алексей Николаевич;Прочие
90828399;664000713807;Бахтияров Ислахат Джалал Оглы;Прочие
195494539;052302603160;Бейтуев Гюнеш Зейдуллахович;Прочие
152862404;550711978441;Белимов Владимир Алексеевич;Прочие
1090287;7708503727;Беловская дистанция пути;"ОАО ""РЖД"""
2009531310;471507755800;Беляев Михаил Дмитриевич;Прочие
