index;Группа груза;Код группы;Груз;Холдинг грузоотправителя;Грузоотправитель;Дорога отправления;Станция отправления;Код ЕСР станции отправления;Дорога назначения;Станция назначения;Код ЕСР станции назначения;КЛЮЧ_КОД_МАРШРУТА;vid;Полигон;Вид сообщения;Род вагона;Тип отправки;Расстояние перевозки (гружёный рейс), км;Расстояние перевозки (порожний рейс), км;Загрузка в вагон, т.;Возврат порожних вагонов,%;Срок доставки, гружёный рейс;Срок доставки,порожний рейс;Срок доставки, погр./выгр.;Ставка на вагон, руб. за вагон в сутки;"Расходы по оплате услуг ОАО ""РЖД"", руб. за тонну (груженый пробег)";"Расходы по оплате услуг ОАО ""РЖД"", руб. за тонну (порожний пробег)";"Расходы по оплате услуг ОАО ""РЖД"", руб. за тонну (итого)";Расходы по оплате услуг операторов_2024, руб. за тонну;Расходы на перевалку_2024, руб. за тонну;Акциз/пошлина;Общие транспортные расходы, руб. за тонну ;Себестоимость добычи/производства, руб. т.;Общие расходы, руб. за тонну;Стоимость 1 тонны на рынке, руб./т.;fraht_2024;fraht_2025;fraht_2026;fraht_2027;fraht_2028;fraht_2029;fraht_2030;fraht_2031;fraht_2032;fraht_2033;fraht_2034;fraht_2035;ipem_gr;ipem_pr;key;typical_index;price_coeff_2025;price_coeff_2026;price_coeff_2027;price_coeff_2028;price_coeff_2029;price_coeff_2030;price_coeff_2031;price_coeff_2032;price_coeff_2033;price_coeff_2034;price_coeff_2035;elastic_category
428;Минерально-строит.;7;ЩЕБЕНЬ ГРАН ПР;"ПАО ""Группа ЛСР""";ЛСР. БАЗОВЫЕ, АО;ОКТ;КУЗНЕЧНОЕ;2310;ГОР;ВЛАДИМИР;26270;2310_26270;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;1 258;0;68;0%;8;0;4;2 470,00;623,40;0,00;623,40;435,88;0,00;0,00;1 059,28;1 068,34;2 127,63;1672,46;0;0;0;0;0;0;0;0;0;0;0;0;1404525;26688;Минерально-строит.Внутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
429;Минерально-строит.;7;ЩЕБЕНЬ ГРАН ПР;"ПАО ""Группа ЛСР""";ЛСР. БАЗОВЫЕ, АО;ОКТ;КУЗНЕЧНОЕ;2310;ГОР;НАВАШИНО;24360;2310_24360;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;1 440;0;68;0%;8;0;4;2 470,00;666,56;0,00;666,56;435,88;0,00;0,00;1 102,44;1 068,34;2 170,79;2076,86;0;0;0;0;0;0;0;0;0;0;0;0;1404525;26688;Минерально-строит.Внутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
430;Минерально-строит.;7;ГЛИНОПОРОШОК;"АО ""ЦЕМРОС""";БЕНТОНИТ ХАКАСИИ, ООО;КРС;ТАШЕБА;88780;МСК;ПОЛПИНСКАЯ;20080;88780_20080;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;повагонная;4 419;0;69;0%;14;0;4;2 470,00;1 270,71;0,00;1 270,71;644,35;0,00;0,00;1 915,06;15 043,82;16 958,88;26577,06;0;0;0;0;0;0;0;0;0;0;0;0;1371518;26688;Минерально-строит.Внутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
431;Минерально-строит.;7;ГЛИНА БЕНТОНИТ;"АО ""ЦЕМРОС""";БЕНТОНИТ ХАКАСИИ, ООО;КРС;ЧЕРНОГ.КОПИ;88790;ОКТ;КОСТОМУКША-Т;2780;88790_2780;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;повагонная;5 092;0;70;0%;15;0;4;2 470,00;1 340,33;0,00;1 340,33;670,43;0,00;0,00;2 010,76;2 938,37;4 949,13;6827,76;0;0;0;0;0;0;0;0;0;0;0;0;1372328;26688;Минерально-строит.Внутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
432;Минерально-строит.;7;ИЗВЕСТЬ НЕГАШЕН;"АО ""ННК""";КСМ, ООО;СВР;БОГДАНОВИЧ;79320;КРС;ЛЕСОСИБИРСК;88250;79320_88250;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;повагонная;2 278;0;59;0%;10;0;4;2 470,00;1 013,44;0,00;1 013,44;586,10;0,00;0,00;1 599,54;7 429,27;9 028,81;11982,69;0;0;0;0;0;0;0;0;0;0;0;0;1365370;26688;Минерально-строит.Внутр. перевозкиВосток;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
433;Минерально-строит.;7;ЩЕБЕНЬ ПР;"АО ""ННК""";ОКУ, АО;ЮУР;КРУТОРОЖИНО;81400;ПРВ;ЗОРИНСКИЙ;62370;81400_62370;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;маршрутная;1 099;0;69;0%;4;0;4;2 470,00;474,27;0,00;474,27;286,38;0,00;0,00;760,65;1 312,00;2 072,65;1956,35;0;0;0;0;0;0;0;0;0;0;0;0;1365022;26688;Минерально-строит.Внутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
434;Минерально-строит.;7;КИРПИЧ СТР ПР;"ПАО ""Группа ЛСР""";ЛСР. СТЕНОВЫЕ, ООО;ОКТ;ПУСТЫНЬКА;3210;ЮУР;КАНИСАЙ-Э(Р);81300;3210_81300;Экспорт;Юг;Экспорт (Юг);Крытые;повагонная;2 496;2 496;67;100%;14;13;4;2 782,00;1 624,24;833,51;2 457,75;1 287,19;0,00;0,00;3 744,94;3 178,62;6 923,56;5676,11;0;0;0;0;0;0;0;0;0;0;0;0;1420845;26688;Минерально-строит.ЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
435;Минерально-строит.;7;ПЛИТЫ ЖЕЛЕЗБЕТ;"ПАО ""Группа ЛСР""";ПО БАРРИКАДА, АО;ОКТ;ФРЕЗЕРНЫЙ;3380;СКВ;ХАНСКАЯ;53470;3380_53470;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;2 738;0;65;0%;12;0;4;2 470,00;2 103,89;0,00;2 103,89;608,00;0,00;0,00;2 711,89;8 256,51;10 968,40;11795,01;0;0;0;0;0;0;0;0;0;0;0;0;1420845;26688;Минерально-строит.Внутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
436;Минерально-строит.;7;ПЛИТЫ ЖЕЛЕЗБЕТ;"ПАО ""Группа ЛСР""";ПО БАРРИКАДА, АО;ОКТ;ФРЕЗЕРНЫЙ;3380;ЮВС;БУТУРЛИНОВКА;58310;3380_58310;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;1 899;0;65;0%;10;0;4;2 470,00;1 584,23;0,00;1 584,23;532,00;0,00;0,00;2 116,23;8 256,51;10 372,74;11795,01;0;0;0;0;0;0;0;0;0;0;0;0;1420845;26688;Минерально-строит.Внутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
437;Минерально-строит.;7;ПЛИТЫ ЖЕЛЕЗБЕТ;"ПАО ""Группа ЛСР""";ПО БАРРИКАДА, АО;ОКТ;ФРЕЗЕРНЫЙ;3380;ПРВ;КОТЕЛЬНИКОВО;61280;3380_61280;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;2 356;0;65;0%;11;0;4;2 470,00;1 871,91;0,00;1 871,91;570,00;0,00;0,00;2 441,91;8 256,51;10 698,42;11795,01;0;0;0;0;0;0;0;0;0;0;0;0;1420845;26688;Минерально-строит.Внутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
438;Минерально-строит.;7;П/ЦЕМЕНТ СТР;"АО ""ЦЕМРОС""";МАЛЬЦОВСКИЙ ПОРТЛАНДЦЕМЕНТ, АО;МСК;ФОКИНО;20090;МСК;ЗЛЫНКА-ЭКСП;20120;20090_20120;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Прочие;повагонная;260;260;70;100%;3;2;4;2 250,00;412,46;131,60;544,06;289,29;0,00;0,00;833,35;3 105,90;3 939,25;6090,00;0;0;0;0;0;0;0;0;0;0;0;0;1365497;26688;Минерально-строит.ЭкспортСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
439;Минерально-строит.;7;П/ЦЕМЕНТ СТР;"АО ""ЦЕМРОС""";КАВКАЗЦЕМЕНТ, АО;СКВ;АБАЗИНКА;53110;СКВ;ВЕСЕЛОЕ-ЭКСП;53260;53110_53260;Экспорт;Юг;Экспорт (Юг);Полувагоны;повагонная;487;0;69;0%;4;0;4;2 470,00;925,62;0,00;925,62;286,38;0,00;0,00;1 212,00;2 618,70;3 830,70;6090,00;0;0;0;0;0;0;0;0;0;0;0;0;1390153;26688;Минерально-строит.ЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
440;Минерально-строит.;7;П/ЦЕМЕНТ СТР;"АО ""ЦЕМРОС""";МАЛЬЦОВСКИЙ ПОРТЛАНДЦЕМЕНТ, АО;МСК;ФОКИНО;20090;МСК;ЗЛЫНКА-ЭКСП;20120;20090_20120;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Прочие;группа вагонов;260;260;70;100%;3;2;4;2 250,00;412,46;131,60;544,06;289,29;0,00;0,00;833,35;3 105,90;3 939,25;6090,00;0;0;0;0;0;0;0;0;0;0;0;0;1365497;26688;Минерально-строит.ЭкспортСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
441;Минерально-строит.;7;ЩЕБЕНЬ ПР;"АО ""ННК""";СОРТАВАЛЬСКИЙ ДСЗ, ООО;ОКТ;ХЕЛЮЛЯ;2380;МСК;МАРК;23780;2380_23780;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;1 367;0;69;0%;9;0;4;2 470,00;647,07;0,00;647,07;465,36;0,00;0,00;1 112,43;1 761,83;2 874,26;2696,02;0;0;0;0;0;0;0;0;0;0;0;0;1420708;26688;Минерально-строит.Внутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
442;Минерально-строит.;7;ЩЕБЕНЬ Д/БАЛ ЖП;"АО ""ННК""";ОНЕГА НЕРУД, ООО;СЕВ;ОНЕГА;29610;СЕВ;ПОЖНЯ;28660;29610_28660;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;1 282;0;69;0%;7;0;4;2 470,00;614,36;0,00;614,36;393,77;0,00;0,00;1 008,13;1 686,86;2 694,99;2243,64;0;0;0;0;0;0;0;0;0;0;0;0;1364834;26688;Минерально-строит.Внутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
443;Минерально-строит.;7;ЩЕБЕНЬ ГРАН ПР;"АО ""ННК""";ОНЕГА НЕРУД, ООО;СЕВ;ОНЕГА;29610;СЕВ;АРХАНГЕЛ-ГОР;29050;29610_29050;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;267;0;69;0%;4;0;4;2 470,00;249,80;0,00;249,80;286,38;0,00;0,00;536,18;1 686,86;2 223,04;2422,73;0;0;0;0;0;0;0;0;0;0;0;0;1364834;26688;Минерально-строит.Внутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
444;Минерально-строит.;7;ЩЕБЕНЬ ПР;"АО ""ННК""";СОРТАВАЛЬСКИЙ ДСЗ, ООО;ОКТ;ХЕЛЮЛЯ;2380;МСК;КУНЦЕВО 2;18180;2380_18180;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;1 380;0;69;0%;9;0;4;2 470,00;647,07;0,00;647,07;465,36;0,00;0,00;1 112,43;1 761,83;2 874,26;2696,02;0;0;0;0;0;0;0;0;0;0;0;0;1420708;26688;Минерально-строит.Внутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
445;Минерально-строит.;7;ГЛИНА БЕНТОНИТ;"АО ""ЦЕМРОС""";БЕНТОНИТ ХАКАСИИ, ООО;КРС;ЧЕРНОГ.КОПИ;88790;ЮВС;СТОЙЛЕНСКАЯ;43840;88790_43840;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;4 441;0;69;0%;14;0;4;2 470,00;1 270,71;0,00;1 270,71;644,35;0,00;0,00;1 915,06;2 938,37;4 853,43;6732,06;0;0;0;0;0;0;0;0;0;0;0;0;1372328;26688;Минерально-строит.Внутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
446;Минерально-строит.;7;ГЛИНА БЕНТОНИТ;"АО ""ЦЕМРОС""";БЕНТОНИТ ХАКАСИИ, ООО;КРС;ЧЕРНОГ.КОПИ;88790;ЮВС;КОТЕЛ;43860;88790_43860;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;4 434;0;69;0%;14;0;4;2 470,00;1 270,71;0,00;1 270,71;644,35;0,00;0,00;1 915,06;2 938,37;4 853,43;6732,06;0;0;0;0;0;0;0;0;0;0;0;0;1372328;26688;Минерально-строит.Внутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
447;Минерально-строит.;7;ИЗВЕСТЬ НЕГАШЕН;"АО ""ННК""";КСМ, ООО;СВР;БОГДАНОВИЧ;79320;ЗСБ;КОМБИНАТСКАЯ;83150;79320_83150;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;834;0;59;0%;7;0;4;2 470,00;544,53;0,00;544,53;460,51;0,00;0,00;1 005,04;9 226,67;10 231,71;11982,69;0;0;0;0;0;0;0;0;0;0;0;0;1365370;26688;Минерально-строит.Внутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
448;Минерально-строит.;7;ЩЕБЕНЬ ГРАН ПР;"ПАО ""Группа ЛСР""";ЛСР. БАЗОВЫЕ, АО;ОКТ;ПРУДЫ;2210;МСК;ОЧАКОВО 1;18020;2210_18020;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;1 298;0;69;0%;8;0;4;2 470,00;614,36;0,00;614,36;429,57;0,00;0,00;1 043,93;1 068,34;2 112,27;2696,02;0;0;0;0;0;0;0;0;0;0;0;0;1404525;26688;Минерально-строит.Внутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
449;Минерально-строит.;7;ЩЕБЕНЬ ГРАН ПР;"ПАО ""Группа ЛСР""";ЛСР. БАЗОВЫЕ, АО;ОКТ;КУЗНЕЧНОЕ;2310;МСК;МАРК;23780;2310_23780;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;1 257;0;69;0%;9;0;4;2 470,00;614,36;0,00;614,36;465,36;0,00;0,00;1 079,72;1 068,34;2 148,07;2696,02;0;0;0;0;0;0;0;0;0;0;0;0;1404525;26688;Минерально-строит.Внутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
450;Минерально-строит.;7;ЩЕБЕНЬ ГРАН ПР;"ПАО ""Группа ЛСР""";ЛСР. БАЗОВЫЕ, АО;ОКТ;КУЗНЕЧНОЕ;2310;МСК;КУНЦЕВО 2;18180;2310_18180;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;1 270;0;69;0%;9;0;4;2 470,00;614,36;0,00;614,36;465,36;0,00;0,00;1 079,72;1 068,34;2 148,07;2696,02;0;0;0;0;0;0;0;0;0;0;0;0;1404525;26688;Минерально-строит.Внутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
451;Минерально-строит.;7;КИРПИЧ СТР ПР;"ПАО ""Группа ЛСР""";ЛСР. СТЕНОВЫЕ, ООО;ОКТ;ПУСТЫНЬКА;3210;СЕВ;АРХАНГЕЛЬСК;29040;3210_29040;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Крытые;повагонная;1 201;300;67;25%;6;4;4;2 782,00;933,94;155,40;1 089,34;581,31;0,00;0,00;1 670,65;3 178,62;4 849,27;5676,11;0;0;0;0;0;0;0;0;0;0;0;0;1420845;26688;Минерально-строит.Внутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
452;Минерально-строит.;7;ЩЕБЕНЬ ПР;"АО ""ННК""";КСМ, ООО;СВР;БОГДАНОВИЧ;79320;СВР;ПУРПЕ;79870;79320_79870;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;1 374;0;69;0%;7;0;4;2 470,00;647,07;0,00;647,07;393,77;0,00;0,00;1 040,84;1 443,20;2 484,04;2422,73;0;0;0;0;0;0;0;0;0;0;0;0;1365370;26688;Минерально-строит.Внутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
453;Минерально-строит.;7;ЩЕБЕНЬ ПР;"АО ""ННК""";САНГАЛЫКСКИЙ ДИОРИТОВЫЙ КАРЬЕР, ООО;ЮУР;ШАРТЫМКА;80540;КБШ;КРУГЛОЕ ПОЛЕ;64840;80540_64840;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;916;0;69;0%;6;0;4;2 470,00;494,22;0,00;494,22;357,97;0,00;0,00;852,19;1 986,75;2 838,94;2991,35;0;0;0;0;0;0;0;0;0;0;0;0;1365022;26688;Минерально-строит.Внутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
454;Минерально-строит.;7;ЩЕБЕНЬ ПР;"АО ""ННК""";ГЩЗ, ООО;ЮУР;ГУМБЕЙКА;81730;ГОР;ЙОШКАР-ОЛА;25240;81730_25240;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;1 330;0;69;0%;7;0;4;2 470,00;628,25;0,00;628,25;393,77;0,00;0,00;1 022,02;1 536,92;2 558,93;3360,74;0;0;0;0;0;0;0;0;0;0;0;0;1404600;26688;Минерально-строит.Внутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
455;Минерально-строит.;7;ЩЕБЕНЬ Д/БАЛ ЖП;"АО ""ННК""";ОКУ, АО;ЮУР;НОВОРУДНАЯ;81390;КБШ;КИНЕЛЬ;65730;81390_65730;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;699;0;69;0%;5;0;4;2 470,00;420,23;0,00;420,23;322,17;0,00;0,00;742,40;1 312,00;2 054,41;2143,85;0;0;0;0;0;0;0;0;0;0;0;0;1365022;26688;Минерально-строит.Внутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
456;Минерально-строит.;7;ЩЕБЕНЬ Д/БАЛ ЖП;"АО ""ННК""";ПАВЛОВСК НЕРУД, АО;ЮВС;ПАВЛОВСК-ВОР;58320;ПРВ;СЕННАЯ;62400;58320_62400;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;722;0;69;0%;6;0;4;2 470,00;436,45;0,00;436,45;357,97;0,00;0,00;794,42;1 312,00;2 106,42;1956,35;0;0;0;0;0;0;0;0;0;0;0;0;1396380;26688;Минерально-строит.Внутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
457;Минерально-строит.;7;ГЛИНА БЕНТОНИТ;"АО ""ЦЕМРОС""";БЕНТОНИТ ХАКАСИИ, ООО;КРС;ЧЕРНОГ.КОПИ;88790;ЮВС;СТОЙЛЕНСКАЯ;43840;88790_43840;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;4 441;0;69;0%;14;0;4;2 470,00;1 270,71;0,00;1 270,71;644,35;0,00;0,00;1 915,06;2 938,37;4 853,43;6732,06;0;0;0;0;0;0;0;0;0;0;0;0;1372328;26688;Минерально-строит.Внутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
458;Минерально-строит.;7;ГЛИНА БЕНТОНИТ;"АО ""ЦЕМРОС""";БЕНТОНИТ ХАКАСИИ, ООО;КРС;ЧЕРНОГ.КОПИ;88790;ЮВС;КОТЕЛ;43860;88790_43860;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;4 433;0;69;0%;14;0;4;2 470,00;1 270,71;0,00;1 270,71;644,35;0,00;0,00;1 915,06;2 938,37;4 853,43;6732,06;0;0;0;0;0;0;0;0;0;0;0;0;1372328;26688;Минерально-строит.Внутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
459;Минерально-строит.;7;ГЛИНА БЕНТОНИТ;"АО ""ЦЕМРОС""";БЕНТОНИТ ХАКАСИИ, ООО;КРС;ЧЕРНОГ.КОПИ;88790;СВР;КАЧКАНАР;77300;88790_77300;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;2 613;0;69;0%;10;0;4;2 470,00;941,77;0,00;941,77;501,16;0,00;0,00;1 442,93;2 938,37;4 381,30;6259,93;0;0;0;0;0;0;0;0;0;0;0;0;1372328;26688;Минерально-строит.Внутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
460;Минерально-строит.;7;ПЛИТЫ ЖЕЛЕЗБЕТ;"ПАО ""Группа ЛСР""";ПО БАРРИКАДА, АО;ОКТ;ФРЕЗЕРНЫЙ;3380;ВСБ;БЕЛАЯ;93160;3380_93160;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;повагонная;5 429;0;65;0%;17;0;4;2 470,00;3 825,78;0,00;3 825,78;798,00;0,00;0,00;4 623,78;8 256,51;12 880,29;11795,01;0;0;0;0;0;0;0;0;0;0;0;0;1420845;26688;Минерально-строит.Внутр. перевозкиВосток;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
461;Минерально-строит.;7;ЩЕБЕНЬ ГРАН ПР;"АО ""ННК""";ПАВЛОВСК НЕРУД, АО;ЮВС;ПАВЛОВСК-ВОР;58320;МСК;ДОМОДЕДОВО;19290;58320_19290;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;маршрутная;876;0;70;0%;5;0;4;2 470,00;401,64;0,00;401,64;317,57;0,00;0,00;719,21;1 312,00;2 031,21;2083,74;0;0;0;0;0;0;0;0;0;0;0;0;1396380;26688;Минерально-строит.Внутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Минерально-строит.
462;Кокс каменноугольный;2;КОКС ДОМЕН;"ЗАО ""Стройсервис""";ГУБАХИНСКИЙ КОКС, АО;СВР;ГУБАХА;76790;СВР;СМЫЧКА;77000;76790_77000;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;309;309;51;100%;4;4;4;2 470,00;508,57;186,25;694,82;581,18;0,00;0,00;1 276,00;19 047,99;20 323,99;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1034846;26688;Кокс каменноугольныйВнутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
463;Кокс каменноугольный;2;КОКС ДОМЕН;"ПАО ""НЛМК""";АЛТАЙ-КОКС, АО;ЗСБ;ЗАРИНСКАЯ;84140;ЮВС;НОВОЛИПЕЦК;59220;84140_59220;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;маршрутная;3 584;3 584;51;100%;9;9;4;2 470,00;2 139,47;1 011,73;3 151,20;1 065,49;0,00;0,00;4 216,69;13 669,73;17 886,42;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1034831;26688;Кокс каменноугольныйВнутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
464;Кокс каменноугольный;2;КОКС ДОМЕН;"ООО УК ""ПМХ""";КОКС, ПАО;ЗСБ;ПРЕДКОМБИНАТ;87130;МСК;ПРИСАДЫ;21190;87130_21190;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;маршрутная;3 667;3 667;51;100%;9;10;4;2 470,00;2 160,37;1 031,55;3 191,92;1 113,92;0,00;0,00;4 305,84;16 582,96;20 888,80;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1034812;26688;Кокс каменноугольныйВнутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
465;Кокс каменноугольный;2;КОКС ЛИТЕЙН;"ПАО ""НЛМК""";АЛТАЙ-КОКС, АО;ЗСБ;ЗАРИНСКАЯ;84140;СВР;АСБЕСТ;79380;84140_79380;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;1 758;1 758;48;100%;8;8;4;2 470,00;1 615,77;820,36;2 436,13;1 029,17;0,00;0,00;3 465,30;13 669,73;17 135,03;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1035028;26688;Кокс каменноугольныйВнутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
466;Кокс каменноугольный;2;МЕЛОЧЬ КОКСОВ;"ПАО ""Мечел""";МОСКОКС, АО;МСК;БИРЮЛЕВО-ТОВ;19330;СКВ;ТЕМРЮК-ЭКСП;52780;19330_52780;Экспорт;Юг;Экспорт (Юг);Полувагоны;повагонная;1 664;1 664;60;100%;9;9;4;2 470,00;1 408,17;640,76;2 048,93;905,67;872,24;0,00;3 826,84;13 200,00;17 026,84;15000;0;0;0;0;0;0;0;0;0;0;0;0;1035284;26688;Кокс каменноугольныйЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
467;Кокс каменноугольный;2;МЕЛОЧЬ КОКСОВ;"ПАО ""НЛМК""";АЛТАЙ-КОКС, АО;ЗСБ;ЗАРИНСКАЯ;84140;ЗСБ;ЛОК-Э-РУБ-РС;84330;84140_84330;Экспорт;Юг;Экспорт (Юг);Полувагоны;группа вагонов;405;405;60;100%;4;3;4;2 470,00;502,80;198,03;700,83;452,83;0,00;0,00;1 153,66;9 150,00;10 303,66;15000;0;0;0;0;0;0;0;0;0;0;0;0;1034983;26688;Кокс каменноугольныйЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
468;Кокс каменноугольный;2;КОКС ПР;"ПАО ""Мечел""";МОСКОКС, АО;МСК;БИРЮЛЕВО-ТОВ;19330;МСК;ЯСНАЯ ПОЛЯНА;21390;19330_21390;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;236;236;54;100%;5;5;4;2 470,00;421,11;133,06;554,17;640,37;0,00;0,00;1 194,54;19 720,27;20 914,81;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1035274;26688;Кокс каменноугольныйВнутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
