index;Группа груза;Код группы;Груз;Холдинг грузоотправителя;Грузоотправитель;Дорога отправления;Станция отправления;Код ЕСР станции отправления;Дорога назначения;Станция назначения;Код ЕСР станции назначения;КЛЮЧ_КОД_МАРШРУТА;vid;Полигон;Вид сообщения;Род вагона;Тип отправки;Расстояние перевозки (гружёный рейс), км;Расстояние перевозки (порожний рейс), км;Загрузка в вагон, т.;Возврат порожних вагонов,%;Срок доставки, гружёный рейс;Срок доставки,порожний рейс;Срок доставки, погр./выгр.;Ставка на вагон, руб. за вагон в сутки;"Расходы по оплате услуг ОАО ""РЖД"", руб. за тонну (груженый пробег)";"Расходы по оплате услуг ОАО ""РЖД"", руб. за тонну (порожний пробег)";"Расходы по оплате услуг ОАО ""РЖД"", руб. за тонну (итого)";Расходы по оплате услуг операторов_2024, руб. за тонну;Расходы на перевалку_2024, руб. за тонну;Акциз/пошлина;Общие транспортные расходы, руб. за тонну ;Себестоимость добычи/производства, руб. т.;Общие расходы, руб. за тонну;Стоимость 1 тонны на рынке, руб./т.;fraht_2024;fraht_2025;fraht_2026;fraht_2027;fraht_2028;fraht_2029;fraht_2030;fraht_2031;fraht_2032;fraht_2033;fraht_2034;fraht_2035;ipem_gr;ipem_pr;key;typical_index;price_coeff_2025;price_coeff_2026;price_coeff_2027;price_coeff_2028;price_coeff_2029;price_coeff_2030;price_coeff_2031;price_coeff_2032;price_coeff_2033;price_coeff_2034;price_coeff_2035;elastic_category
469;Кокс каменноугольный;2;ОРЕШЕК КОКСОВ;"ООО ""ЕвразХолдинг""";ЕВРАЗ НТМК, АО;СВР;СМЫЧКА;77000;ЮУР;ПЕТРОПАВ-Э-Р;82010;77000_82010;Экспорт;Юг;Экспорт (Юг);Полувагоны;группа вагонов;781;781;51;100%;5;4;4;2 470,00;928,65;427,70;1 356,35;629,61;0,00;0,00;1 985,96;13 200,00;15 185,96;20000;0;0;0;0;0;0;0;0;0;0;0;0;1035602;26688;Кокс каменноугольныйЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
470;Кокс каменноугольный;2;КОКС ДОМЕН;"ЗАО ""Стройсервис""";ГУБАХИНСКИЙ КОКС, АО;СВР;ГУБАХА;76790;МСК;ЯСНАЯ ПОЛЯНА;21390;76790_21390;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;повагонная;1 781;1 781;51;100%;8;8;4;2 470,00;1 540,00;772,10;2 312,10;968,63;0,00;0,00;3 280,73;19 047,99;22 328,72;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1034840;26688;Кокс каменноугольныйВнутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
471;Кокс каменноугольный;2;КОКС ПР;"ПАО ""Мечел""";МОСКОКС, АО;МСК;БИРЮЛЕВО-ТОВ;19330;ОКТ;ПИКАЛЕВО 2;4720;19330_4720;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;повагонная;1 005;1 005;54;100%;7;7;4;2 470,00;1 054,33;551,61;1 605,94;823,33;0,00;0,00;2 429,27;19 720,27;22 149,55;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1035277;26688;Кокс каменноугольныйВнутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
472;Кокс каменноугольный;2;МЕЛОЧЬ КОКСОВ;"ЗАО ""Стройсервис""";ГУБАХИНСКИЙ КОКС, АО;СВР;ГУБАХА;76790;СКВ;НОВОРОСС-ЭКС;52100;76790_52100;Экспорт;Юг;Экспорт (Юг);Полувагоны;группа вагонов;2 828;2 828;60;100%;11;11;4;2 470,00;1 868,28;800,97;2 669,25;1 070,33;872,24;0,00;4 611,83;12 750,00;17 361,83;15000;0;0;0;0;0;0;0;0;0;0;0;0;1035409;26688;Кокс каменноугольныйЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
473;Кокс каменноугольный;2;КОКС ДОМЕН;"ООО УК ""ПМХ""";КОКС, ПАО;ЗСБ;ПРЕДКОМБИНАТ;87130;СВР;СМЫЧКА;77000;87130_77000;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;1 980;1 980;51;100%;9;10;4;2 470,00;1 582,24;777,76;2 360,00;1 113,92;0,00;0,00;3 473,92;16 582,96;20 056,88;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1034821;26688;Кокс каменноугольныйВнутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
474;Кокс каменноугольный;2;ОРЕШЕК КОКСОВ;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;ЗСБ;ОБНОРСКАЯ;86410;30250_86410;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;3 598;3 598;51;100%;12;12;4;2 470,00;2 295,80;1 098,47;3 394,27;1 356,08;0,00;0,00;4 750,35;13 200,00;17 950,35;20000;0;0;0;0;0;0;0;0;0;0;0;0;1035609;26688;Кокс каменноугольныйВнутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
475;Кокс каменноугольный;2;МЕЛОЧЬ КОКСОВ;"ООО ""ЕвразХолдинг""";ЕВРАЗ НТМК, АО;СВР;СМЫЧКА;77000;СВР;КАЧКАНАР;77300;77000_77300;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;маршрутная;103;103;60;100%;3;3;4;2 470,00;258,32;53,23;311,55;411,67;0,00;0,00;723,22;9 900,00;10 623,22;15000;0;0;0;0;0;0;0;0;0;0;0;0;1035400;26688;Кокс каменноугольныйВнутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
476;Кокс каменноугольный;2;КОКС ПР;"ПАО ""Мечел""";МОСКОКС, АО;МСК;БИРЮЛЕВО-ТОВ;19330;СКВ;ТЕМРЮК-ЭКСП;52780;19330_52780;Экспорт;Юг;Экспорт (Юг);Полувагоны;группа вагонов;1 664;1 664;54;100%;9;9;4;2 470,00;1 462,33;681,08;2 143,41;1 006,30;872,24;0,00;4 021,95;19 720,27;23 742,22;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1035284;26688;Кокс каменноугольныйЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
477;Кокс каменноугольный;2;ОРЕШЕК КОКСОВ;"ПАО ""Мечел""";МОСКОКС, АО;МСК;БИРЮЛЕВО-ТОВ;19330;ВСБ;БАГУЛЬНАЯ;92450;19330_92450;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;группа вагонов;4 724;4 724;51;100%;16;16;4;2 470,00;2 664,39;1 312,86;3 977,25;1 743,53;0,00;0,00;5 720,78;17 600,00;23 320,78;20000;0;0;0;0;0;0;0;0;0;0;0;0;1035571;26688;Кокс каменноугольныйВнутр. перевозкиВосток;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
478;Кокс каменноугольный;2;ОРЕШЕК КОКСОВ;"ООО УК ""ПМХ""";КОКС, ПАО;ЗСБ;ПРЕДКОМБИНАТ;87130;КРС;ЛЕСОСИБ-ПЕР;88260;87130_88260;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;группа вагонов;697;697;51;100%;6;5;4;2 470,00;800,41;386,73;1 187,14;726,47;0,00;0,00;1 913,61;14 800,00;16 713,61;20000;0;0;0;0;0;0;0;0;0;0;0;0;1035555;26688;Кокс каменноугольныйВнутр. перевозкиВосток;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
479;Кокс каменноугольный;2;ОРЕШЕК КОКСОВ;"ООО УК ""УРАЛЬСКАЯ СТАЛЬ""";УРАЛЬСКАЯ СТАЛЬ, АО;ЮУР;НОВОТРОИЦК;81420;СКВ;САМУР-ЭКСП;54490;81420_54490;Экспорт;Юг;Экспорт (Юг);Полувагоны;группа вагонов;2 263;2 263;51;100%;13;12;4;2 470,00;1 866,84;842,41;2 709,25;1 404,51;0,00;0,00;4 113,76;15 600,00;19 713,76;20000;0;0;0;0;0;0;0;0;0;0;0;0;1035661;26688;Кокс каменноугольныйЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
480;Кокс каменноугольный;2;КОКС ЛИТЕЙН;"ЗАО ""Стройсервис""";ГУБАХИНСКИЙ КОКС, АО;СВР;ГУБАХА;76790;ДВС;ХАБАРОВСК 2;97000;76790_97000;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;группа вагонов;7 187;7 187;48;100%;20;20;4;2 470,00;3 984,00;1 912,48;5 896,48;2 264,17;0,00;0,00;8 160,65;19 047,99;27 208,64;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1035077;26688;Кокс каменноугольныйВнутр. перевозкиВосток;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
481;Кокс каменноугольный;2;КОКС ЛИТЕЙН;"ПАО ""НЛМК""";АЛТАЙ-КОКС, АО;ЗСБ;ЗАРИНСКАЯ;84140;ЗСБ;ЛОК-Э-РУБ-РС;84330;84140_84330;Экспорт;Юг;Экспорт (Юг);Полувагоны;повагонная;405;405;48;100%;4;3;4;2 470,00;675,94;275,60;951,54;566,04;0,00;0,00;1 517,58;13 669,73;15 187,32;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1034983;26688;Кокс каменноугольныйЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
482;Кокс каменноугольный;2;КОКС ДОМЕН;"ООО УК ""УРАЛЬСКАЯ СТАЛЬ""";УРАЛЬСКАЯ СТАЛЬ, АО;ЮУР;НОВОТРОИЦК;81420;ЗСБ;ОБНОРСКАЯ;86410;81420_86410;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;2 443;2 443;51;100%;10;10;4;2 470,00;1 817,55;878,55;2 696,10;1 162,35;0,00;0,00;3 858,45;17 479,33;21 337,78;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1034894;26688;Кокс каменноугольныйВнутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
483;Кокс каменноугольный;2;КОКС ДОМЕН;"ООО УК ""ПМХ""";КОКС, ПАО;ЗСБ;ПРЕДКОМБИНАТ;87130;СВР;СМЫЧКА;77000;87130_77000;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;1 980;1 980;51;100%;9;10;4;2 470,00;1 649,73;812,23;2 461,96;1 113,92;0,00;0,00;3 575,88;16 582,96;20 158,84;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1034821;26688;Кокс каменноугольныйВнутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
484;Кокс каменноугольный;2;ОРЕШЕК КОКСОВ;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;ЮУР;КАРТ1-ЭК-РОС;81650;30250_81650;Экспорт;Юг;Экспорт (Юг);Полувагоны;группа вагонов;2 173;2 173;51;100%;12;11;4;2 470,00;1 837,82;826,12;2 663,94;1 307,65;0,00;0,00;3 971,59;13 200,00;17 171,59;20000;0;0;0;0;0;0;0;0;0;0;0;0;1035624;26688;Кокс каменноугольныйЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
485;Кокс каменноугольный;2;ОРЕШЕК КОКСОВ;"ПАО ""НЛМК""";АЛТАЙ-КОКС, АО;ЗСБ;ЗАРИНСКАЯ;84140;КРС;ЛЕСОСИБ-ПЕР;88260;84140_88260;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;повагонная;1 038;1 038;51;100%;7;6;4;2 470,00;1 103,76;584,06;1 687,82;823,33;0,00;0,00;2 511,15;12 200,00;14 711,15;20000;0;0;0;0;0;0;0;0;0;0;0;0;1035554;26688;Кокс каменноугольныйВнутр. перевозкиВосток;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
486;Кокс каменноугольный;2;МЕЛОЧЬ КОКСОВ;"ПАО ""ММК""";ММК, ПАО;ЮУР;МАГНИТОГ-ГР;81760;СКВ;ЛОКОМОТИВСТР;51330;81760_51330;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;2 213;2 213;60;100%;9;9;4;2 470,00;1 567,52;736,16;2 303,68;905,67;0,00;0,00;3 209,35;11 250,00;14 459,35;15000;0;0;0;0;0;0;0;0;0;0;0;0;1035495;26688;Кокс каменноугольныйВнутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
487;Кокс каменноугольный;2;МЕЛОЧЬ КОКСОВ;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;МСК;ВЯЗЬМА-НОВОТ;17410;30250_17410;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;повагонная;907;907;60;100%;6;6;4;2 470,00;898,58;443,54;1 342,12;658,67;0,00;0,00;2 000,79;9 900,00;11 900,79;15000;0;0;0;0;0;0;0;0;0;0;0;0;1035435;26688;Кокс каменноугольныйВнутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
488;Кокс каменноугольный;2;МЕЛОЧЬ КОКСОВ;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;МСК;ВЯЗЬМА-НОВОТ;17410;30250_17410;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;907;907;60;100%;6;6;4;2 470,00;834,77;415,48;1 250,25;658,67;0,00;0,00;1 908,92;9 900,00;11 808,92;15000;0;0;0;0;0;0;0;0;0;0;0;0;1035435;26688;Кокс каменноугольныйВнутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
489;Кокс каменноугольный;2;МЕЛОЧЬ КОКСОВ;"ООО УК ""ПМХ""";ТУЛАЧЕРМЕТ, АО;МСК;ПРИСАДЫ;21190;ЮУР;КАРТ1-ЭК-РОС;81650;21190_81650;Экспорт;Юг;Экспорт (Юг);Полувагоны;группа вагонов;2 095;2 095;60;100%;12;11;4;2 470,00;1 556,82;684,13;2 240,95;1 111,50;0,00;0,00;3 352,45;14 250,00;17 602,45;15000;0;0;0;0;0;0;0;0;0;0;0;0;1035372;26688;Кокс каменноугольныйЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
490;Кокс каменноугольный;2;ОРЕШЕК КОКСОВ;"ПАО ""Мечел""";МОСКОКС, АО;МСК;БИРЮЛЕВО-ТОВ;19330;ВСБ;БАГУЛЬНАЯ;92450;19330_92450;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;повагонная;4 724;4 724;51;100%;16;16;4;2 470,00;2 702,98;1 336,53;4 039,51;1 743,53;0,00;0,00;5 783,04;17 600,00;23 383,04;20000;0;0;0;0;0;0;0;0;0;0;0;0;1035571;26688;Кокс каменноугольныйВнутр. перевозкиВосток;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
491;Кокс каменноугольный;2;КОКС ЛИТЕЙН;"ЗАО ""Стройсервис""";ГУБАХИНСКИЙ КОКС, АО;СВР;ГУБАХА;76790;ЗСБ;ЮРГА 1;87040;76790_87040;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;2 141;2 141;48;100%;9;9;4;2 470,00;1 834,50;902,90;2 737,40;1 132,08;0,00;0,00;3 869,48;19 047,99;22 917,47;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1035082;26688;Кокс каменноугольныйВнутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
492;Кокс каменноугольный;2;МЕЛОЧЬ КОКСОВ;"ООО ""ЕвразХолдинг""";ЕВРАЗ НТМК, АО;СВР;СМЫЧКА;77000;СВР;КАЧКАНАР;77300;77000_77300;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;103;103;60;100%;3;3;4;2 470,00;328,22;67,65;395,87;411,67;0,00;0,00;807,54;9 900,00;10 707,54;15000;0;0;0;0;0;0;0;0;0;0;0;0;1035400;26688;Кокс каменноугольныйВнутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
493;Кокс каменноугольный;2;КОКС ЛИТЕЙН;"ООО УК ""УРАЛЬСКАЯ СТАЛЬ""";УРАЛЬСКАЯ СТАЛЬ, АО;ЮУР;НОВОТРОИЦК;81420;ЮУР;КАРТ1-ЭК-РОС;81650;81420_81650;Экспорт;Юг;Экспорт (Юг);Полувагоны;повагонная;335;335;48;100%;3;2;4;2 470,00;673,67;239,02;912,69;463,13;0,00;0,00;1 375,82;17 479,33;18 855,15;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1436294;26688;Кокс каменноугольныйЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
494;Кокс каменноугольный;2;МЕЛОЧЬ КОКСОВ;"ООО УК ""ПМХ""";КОКС, ПАО;ЗСБ;ПРЕДКОМБИНАТ;87130;ДВС;ГРОДЕК/КИТАЙ;98930;87130_98930;Экспорт;Восток;Экспорт (Восток);Полувагоны;повагонная;5 788;5 788;60;100%;30;29;4;2 470,00;3 000,27;1 313,10;4 313,37;2 593,50;0,00;0,00;6 906,87;11 100,00;18 006,87;15000;0;0;0;0;0;0;0;0;0;0;0;0;1035306;26688;Кокс каменноугольныйЭкспортВосток;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
495;Кокс каменноугольный;2;МЕЛОЧЬ КОКСОВ;"ПАО ""НЛМК""";АЛТАЙ-КОКС, АО;ЗСБ;ЗАРИНСКАЯ;84140;ЮВС;ЧУГУН 2;59230;84140_59230;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;3 584;3 584;60;100%;12;12;4;2 470,00;1 992,82;913,58;2 906,40;1 152,67;0,00;0,00;4 059,07;9 150,00;13 209,07;15000;0;0;0;0;0;0;0;0;0;0;0;0;1035345;26688;Кокс каменноугольныйВнутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
496;Кокс каменноугольный;2;МЕЛОЧЬ КОКСОВ;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;ОКТ;ВЫБОРГ-ЭКСП;2010;30250_2010;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Полувагоны;группа вагонов;672;672;60;100%;6;6;4;2 470,00;731,30;312,45;1 043,75;658,67;1 034,28;0,00;2 736,70;9 900,00;12 636,70;15000;0;0;0;0;0;0;0;0;0;0;0;0;1035442;26688;Кокс каменноугольныйЭкспортСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
497;Кокс каменноугольный;2;КОКС ПР;"ООО ""ЕвразХолдинг""";ЕВРАЗ НТМК, АО;СВР;СМЫЧКА;77000;ЗСБ;ОБНОРСКАЯ;86410;77000_86410;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;2 135;2 135;54;100%;9;9;4;2 470,00;1 627,91;780,22;2 408,13;1 006,30;0,00;0,00;3 414,43;14 790,20;18 204,63;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1035287;26688;Кокс каменноугольныйВнутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
498;Кокс каменноугольный;2;КОКС ДОМЕН;"ЗАО ""Стройсервис""";ГУБАХИНСКИЙ КОКС, АО;СВР;ГУБАХА;76790;МСК;ЯСНАЯ ПОЛЯНА;21390;76790_21390;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;1 781;1 781;51;100%;8;8;4;2 470,00;1 475,43;738,84;2 214,27;968,63;0,00;0,00;3 182,90;19 047,99;22 230,89;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1034840;26688;Кокс каменноугольныйВнутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
499;Кокс каменноугольный;2;МЕЛОЧЬ КОКСОВ;"ПАО ""ММК""";ММК, ПАО;ЮУР;МАГНИТОГ-ГР;81760;СКВ;ЗАРЕЧНАЯ-ЭКС;51530;81760_51530;Экспорт;Юг;Экспорт (Юг);Полувагоны;повагонная;2 275;2 275;60;100%;9;9;4;2 470,00;1 692,92;736,16;2 429,08;905,67;872,24;0,00;4 206,99;11 250,00;15 456,99;15000;0;0;0;0;0;0;0;0;0;0;0;0;1034840;26688;Кокс каменноугольныйЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
500;Кокс каменноугольный;2;КОКС ДОМЕН;"ООО УК ""УРАЛЬСКАЯ СТАЛЬ""";УРАЛЬСКАЯ СТАЛЬ, АО;ЮУР;НОВОТРОИЦК;81420;ЗСБ;ОБНОРСКАЯ;86410;81420_86410;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;2 443;2 443;51;100%;10;10;4;2 470,00;1 863,57;902,21;2 765,78;1 162,35;0,00;0,00;3 928,13;17 479,33;21 407,46;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1034894;26688;Кокс каменноугольныйВнутр. перевозкиЮг;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
501;Кокс каменноугольный;2;МЕЛОЧЬ КОКСОВ;"ПАО ""ММК""";ММК, ПАО;ЮУР;МАГНИТОГ-ГР;81760;ОКТ;ВЫБОРГ-ЭКСП;2010;81760_2010;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Полувагоны;повагонная;2 796;2 796;60;100%;12;12;4;2 470,00;1 898,92;809,63;2 708,55;1 152,67;1 034,28;0,00;4 895,50;11 250,00;16 145,50;15000;0;0;0;0;0;0;0;0;0;0;0;0;1034894;26688;Кокс каменноугольныйЭкспортСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
502;Кокс каменноугольный;2;КОКС ДОМЕН;"ООО УК ""ПМХ""";КОКС, ПАО;ЗСБ;ПРЕДКОМБИНАТ;87130;МСК;ПРИСАДЫ;21190;87130_21190;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;3 667;3 667;51;100%;12;13;4;2 470,00;2 274,08;1 094,65;3 368,73;1 404,51;0,00;0,00;4 773,24;16 582,96;21 356,20;22409,4;0;0;0;0;0;0;0;0;0;0;0;0;1034812;26688;Кокс каменноугольныйВнутр. перевозкиСеверо-Запад;0;1;1;1;1;1;1;1;1;1;1;1;Кокс каменноугольный
