Код;Наименование;Код группы груза
102011;ДРЕВЕСИНА ТОПЛИВНАЯ ДЛЯ ГИДРОЛИЗНОГО ПРОИЗВОДСТВА;4
102026;ДРЕВЕСИНА ТОПЛИВНАЯ ДЛЯ ТЕХНОЛОГИЧЕСКИХ НУЖД, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;4
103007;ДРЕВЕСИНА ИЗМЕЛЬЧЕННАЯ;4
103014;МУКА ДРЕВЕСНАЯ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;7
103029;МУКА КНОПЕРСОВАЯ;7
103033;МУКА ХВОЙНО-ВИТАМИННАЯ;7
103048;ОПИЛКИ ДРЕВЕСНЫЕ;10
103052;ПРЕСС-ПОРОШОК ДРЕВЕСНЫЙ;10
103067;СТРУЖКИ ДРЕВЕСНЫЕ ВСЯКИЕ;10
103071;ЩЕПА, КРОМЕ КРОВЕЛЬНОЙ;10
110003;ПРОЧАЯ ПРОДУКЦИЯ ЛЕСНОЙ ПРОМЫШЛЕННОСТИ. САЖЕНЦЫ;4
111006;ПРОЧАЯ ПРОДУКЦИЯ ЛЕСНОЙ ПРОМЫШЛЕННОСТИ;4
111010;БЕРЕСТА;10
111025;БРИКЕТЫ ИЗ ОТХОДОВ ДРЕВЕСИНЫ;10
111030;КОРА, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10
111044;КОРА ЛИПОВАЯ;10
111059;КОРЬЕ ДУБИЛЬНОЕ И КРАСИЛЬНОЕ;10
111063;ЛИСТЬЯ ВСЕХ ПОРОД ДЕРЕВА;10
111078;ЛОЗА, РАКИТНИК (ПРУТЬЯ ИВОВЫЕ);10
111082;ЛЫКО;10
111097;МЕТЛЫ, КРОМЕ ТРАВЯНЫХ И СОЛОМЕННЫХ;10
111107;МУКА ВИТАМИННАЯ ИЗ ДРЕВЕСНОЙ ЗЕЛЕНИ;7
111114;НАПЛЫВЫ, НАРОСТЫ ВСЯКИХ ПОРОД ДЕРЕВА, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
111129;ОТХОДЫ ДРЕВЕСНЫЕ;10
111133;ПРОДУКЦИЯ ЛЕСНОЙ ПРОМЫШЛЕННОСТИ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;4
111148;ТРУТ ДРЕВЕСНЫЙ;10
111152;ФАШИНЫ;10
111167;ШИШКИ ХВОЙНЫЕ;10
112009;САЖЕНЦЫ ДЕРЕВЬЕВ И КУСТАРНИКОВ. ДЕРЕВЬЯ СРЕЗАННЫЕ;10
112013;ДЕРЕВЬЯ, ДЕРЕВЦА И КУСТЫ ВСЯКИЕ ЖИВЫЕ;10
112028;ЕЛКИ СРЕЗАННЫЕ;10
112032;ЛАВРЫ (РАСТЕНИЯ);10
112047;ПАЛЬМЫ (РАСТЕНИЯ);10
112051;САЖЕНЦЫ ВСЯКИЕ;10
120005;ИЗДЕЛИЯ И ДЕТАЛИ ИЗ ДРЕВЕСИНЫ;10
121008;ДОМА, ПОСТРОЙКИ ДЕРЕВЯННЫЕ, ИХ ДЕТАЛИ И УЗЛЫ;10
121012;БЛОКИ ДВЕРНЫЕ И ОКОННЫЕ ДЕРЕВЯННЫЕ;10
121027;ГОНТ КРОВЕЛЬНЫЙ;10
121031;ДВЕРИ ДЕРЕВЯННЫЕ;10
121046;ДОМА СТАНДАРТНЫЕ И НЕСТАНДАРТНЫЕ ЩИТОВЫЕ В РАЗОБРАННОМ ВИДЕ;10
121050;ДОСКИ ПОДОКОННЫЕ ДЕРЕВЯННЫЕ;4
121065;ДОСКИ ШПУНТОВАННЫЕ ДЛЯ ПОЛОВ;4
121070;ДРАНЬ ШТУКАТУРНАЯ;10
121084;ИЗДЕЛИЯ И ДЕТАЛИ ДЕРЕ-ВЯННЫЕ СТРОИТЕЛЬНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
121099;КАРНИЗЫ ДЕРЕВЯННЫЕ;10
121101;КОМПЛЕКТЫ ДЕТАЛЕЙ ДЛЯ СТАНДАРТНЫХ ДОМОВ;10
121116;КОНСТРУКЦИИ СТРОИТЕЛЬНЫЕ ДЕРЕВЯННЫЕ;10
121120;НАЛИЧНИКИ ДВЕРНЫЕ И ОКОННЫЕ ДЕРЕВЯННЫЕ;10
121135;ПАВИЛЬОНЫ ДЕРЕВЯННЫЕ РАЗОБРАННЫЕ;10
121146;ПАРКЕТ И ПАРКЕТНЫЕ ИЗДЕЛИЯ;10
121154;ПЕРЕПЛЕТЫ (РАМЫ) ДВЕРНЫЕ И ОКОННЫЕ ДЕРЕВЯННЫЕ;10
121169;ПЛИНТУСЫ ДЕРЕВЯННЫЕ;10
121173;ШАШКА ДЛЯ ТОРЦОВЫХ МОСТОВЫХ И ПОЛОВ;10
122000;ПЛИТЫ ДРЕВЕСНОСТРУЖЕЧНЫЕ И ДРЕВЕСНОВОЛОКНИСТЫЕ;10
122015;ПЛИТЫ ДРЕВЕСНОВОЛОКНИСТЫЕ;10
122022;ПЛИТЫ ДРЕВЕСНОСТРУЖЕЧНЫЕ;10
122034;ПЛИТЫ И ПЛИТКИ ПРЕССОВАННЫЕ СТРОИТЕЛЬНЫЕ ИЗ ОТХОДОВ ДРЕВЕСИНЫ;10
123003;ТАРА ДЕРЕВЯННАЯ НОВАЯ;10
123018;БОЧКИ И БОЧОНКИ ДЕРЕВЯННЫЕ ВСЯКИЕ, ВКЛЮЧАЯ ФАНЕРНЫЕ ШТАМПОВАННЫЕ НОВЫЕ;10
123022;ИЗДЕЛИЯ БОНДАРНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
123037;КОМПЛЕКТЫ ДЕТАЛЕЙ ЯЩИКОВ ДЕРЕВЯННЫХ;10
123041;ТАРА ДЕРЕВЯННАЯ НОВАЯ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10
123056;ТАРА ПЛЕТЕНАЯ ИЗ ШПОНОВЫХ ЛУЧИНОК;10
123060;ЯЩИКИ ДЕРЕВЯННЫЕ НОВЫЕ;10
124006;ТАРА ДЕРЕВЯННАЯ ВОЗВРАТНАЯ;10
124010;БОЧКИ И БОЧОНКИ ДЕРЕВЯННЫЕ ВСЯКИЕ, ВКЛЮЧАЯ ФАНЕРНЫЕ ШТАМПОВАННЫЕ ВОЗВРАТНЫЕ;10
124025;КОМПЛЕКТЫ ТАРНЫЕ ВОЗВРАТНЫЕ;10
124038;ТАРА ДЕРЕВЯННАЯ ВОЗВРАТНАЯ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10
124044;ЯЩИКИ ДЕРЕВЯННЫЕ ВОЗВРАТНЫЕ;10
125009;ИЗДЕЛИЯ ДЕРЕВЯННЫЕ, КРОМЕ МЕБЕЛИ, ПАРКЕТА И ТАРЫ ДЕРЕВЯННОЙ. ПЛИТЫ АСБОДРЕВЕСНЫЕ;10
125013;БАГЕТЫ;10
125028;БАРАБАНЫ ДЕРЕВЯННЫЕ ДЛЯ ЭЛЕКТРИЧЕСКИХ КАБЕЛЕЙ И ПРОВОДОВ;10
125032;БАРАБАНЫ ДЕРЕВЯННЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
125047;БУНКЕРА ДЕРЕВЯННЫЕ;10
125051;ВЕРСТАКИ;10
125066;ВЫШКИ И УКРЫТИЯ ДЕРЕВЯННЫЕ ДЛЯ БУРОВЫХ УСТАНОВОК;10
125070;ГРАБЛИ ДЕРЕВЯННЫЕ;10
125085;ДЕТАЛИ ДЛЯ ПОЛА ДРЕВЕСНОСТРУЖЕЧНЫЕ;10
125102;ИЗДЕЛИЯ ДЕРЕВЯННЫЕ БЫТОВОГО НАЗНАЧЕНИЯ;10
125117;ИЗДЕЛИЯ ДЕРЕВЯННЫЕ ДЛЯ КОМПЛЕКТОВАНИЯ ПТИЧНИКОВ;10
125121;ИЗДЕЛИЯ ДЕРЕВЯННЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
125136;ИЗДЕЛИЯ ПРОБКОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
125140;ИЗДЕЛИЯ, УЗЛЫ И ДЕТАЛИ СТОЛЯРНО-МЕБЕЛЬНЫЕ РАЗНЫЕ;10
125155;ИНСТРУМЕНТЫ ИЗМЕРИ-ТЕЛЬНЫЕ ДЕРЕВЯННЫЕ (РЕЙКИ, МЕТРЫ, ШАБЛОНЫ);10
125167;КЛЕТКИ ДЕРЕВЯННЫЕ;10
125174;КОНСТРУКЦИИ ДЕРЕВЯННЫЕ КЛЕЕНЫЕ;10
125189;КОРЗИНЫ ЛУЧИННЫЕ;10
125193;КОРОБА ДЕРЕВЯННЫЕ;10
125206;КОРОБКИ ДЕРЕВЯННЫЕ;10
125210;ЛЕСТНИЦЫ ДЕРЕВЯННЫЕ;4
125225;ЛОПАТЫ ДЕРЕВЯННЫЕ;10
125233;ЛУЧИНА (СОЛОМКА) ДЛЯ СПИЧЕК, СПИЧЕЧНЫХ КОРОБОК И ШТОР;10
125244;МОДЕЛИ (ФОРМЫ) ДЕРЕВЯННЫЕ ДЛЯ ОТЛИВОК;10
125259;НАЛИЧНИКИ ДРЕВЕСНОВОЛОКНИСТЫЕ;10
125263;ОБОДЬЯ КОЛЕСНЫЕ ДЕРЕВЯННЫЕ;4
125278;ПЛАНКИ УПАКОВОЧНЫЕ ДЕРЕВЯННЫЕ;10
125282;ПЛИНТУСЫ ДРЕВЕСНОВОЛОКНИСТЫЕ;10
125297;ПЛИТЫ АСБОДРЕВЕСНЫЕ;10
125300;ПОДДОНЫ ДЕРЕВЯННЫЕ;10
125314;ПРИЩЕПКИ ДЕРЕВЯННЫЕ БЕЛЬЕВЫЕ;10
125329;ПРОКЛАДКИ ЖЕЛЕЗНОДОРОЖНЫЕ ДЕРЕВЯННЫЕ;10
125333;ПЯЛЬЦЫ ДЕРЕВЯННЫЕ;10
125348;РЕЙКИ ДЕРЕВЯННЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
125352;РАМЫ И РАМКИ ДЕРЕВЯННЫЕ ДЛЯ ЗЕРКАЛ И КАРТИН;10
125367;РАМЫ ПАРНИКОВЫЕ ДЕРЕВЯННЫЕ;10
125371;РЕШЕТА ДЕРЕВЯННЫЕ;10
125386;РУКОЯТКИ ДЕРЕВЯННЫЕ;10
125390;ТОПОРИЩА ДЕРЕВЯННЫЕ;10
125403;ТРАПЫ (СХОДНИ) ДЕРЕВЯННЫЕ;10
125418;ТРУБЫ ДЕРЕВЯННЫЕ;10
125422;УЛЬИ ПЧЕЛИНЫЕ И ИХ ЧАСТИ;10
125437;ФУТЛЯРЫ ДЕРЕВЯННЫЕ;10
125441;ЧЕЛНОКИ ТКАЦКИЕ ДЕРЕВЯННЫЕ;10
125456;ШТОРЫ ИЗ ДРЕВЕСНОЙ ЛУЧИНЫ;10
125460;ЩИТЫ ДЕРЕВЯННЫЕ (В ТОМ ЧИСЛЕ СНЕГОВЫЕ);10
126001;СПИЧКИ;10
126016;СПИЧКИ ВСЯКИЕ, КРОМЕ ТЕРМОСПИЧЕК;10
127004;МЕБЕЛЬ, КРОМЕ МЕТАЛЛИЧЕСКОЙ И ПЛЕТЕНОЙ;10
127019;БАНКЕТКИ;10
127023;БУФЕТЫ-ШКАФЫ КУХОННЫЕ ДЛЯ ПОСУДЫ;10
127038;ВЕШАЛКИ;10
127042;ГАРНИТУРЫ МЕБЕЛЬНЫЕ ДЛЯ КУХНИ;10
127057;ГАРНИТУРЫ МЕБЕЛЬНЫЕ ДЛЯ СТОЛОВОЙ;10
127061;ГАРНИТУРЫ МЕБЕЛЬНЫЕ ДЛЯ СПАЛЬНИ;10
127076;ГАРНИТУРЫ МЕБЕЛЬНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
127080;ДЕТАЛИ (УЗЛЫ) МЕБЕЛИ ДЕРЕВЯННОЙ;10
127095;ДИВАНЫ-КРОВАТИ;10
127108;ДИВАНЫ;10
127112;ЗАГОТОВКИ ЩИТОВЫЕ МЕБЕЛЬНЫЕ ДРЕВЕСНОСТРУЖЕЧНЫЕ;10
127131;КОМОДЫ;10
127146;КРЕСЛА, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
127150;КРЕСЛА-КРОВАТИ;10
127165;КРОВАТИ ДЕРЕВЯННЫЕ ВСЯКИЕ;10
127172;КУШЕТКИ;10
127184;МАТРАЦЫ ПРУЖИННЫЕ;10
127199;МЕБЕЛЬ ДЕТСКАЯ;10
127201;"МЕБЕЛЬ И ИНВЕНТАРЬ ДЛЯ ТОРГОВЫХ ПРЕДПРИЯТИЙ (ВИТРИНЫ, ГОРКИ, КРЕСЛА; ПРИЛАВКИ И ШКАФЫ, КРОМЕ ХОЛОДИЛЬНЫХ)";10
127216;МЕБЕЛЬ МЯГКАЯ;10
127220;МЕБЕЛЬ, КРОМЕ МЕТАЛЛИЧЕСКОЙ И ПЛЕТЕНОЙ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10
127235;НОСИЛКИ САНИТАРНЫЕ;10
127249;ПОЛКИ ДЛЯ КНИГ;10
127254;РЕАЛЫ ТИПОГРАФСКИЕ ДЕРЕВЯННЫЕ;10
127269;СЕКРЕТЕРЫ;10
127273;СЕРВАНТЫ;10
127288;СТОЛЫ ДЕТСКИЕ;10
127292;СТОЛЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
127305;СТОЛЫ УЧЕНИЧЕСКИЕ;10
127315;СТУЛЬЯ;10
127324;ТАБУРЕТКИ;10
127339;ТРЕЛЬЯЖИ;10
127343;ТРЮМО;10
127358;ШКАФЫ КУХОННЫЕ;10
127362;ШКАФЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
127377;ЯЩИКИ ДЛЯ ОБУВИ, ИГРУШЕК И ДР.;10
130007;ПРОДУКЦИЯ ЦЕЛЛЮЛОЗНО-БУМАЖНОЙ ПРОМЫШЛЕННОСТИ;10
131009;ЦЕЛЛЮЛОЗА И МАССА ДРЕВЕСНАЯ;10
131014;ВАТА ЦЕЛЛЮЛОЗНАЯ;10
131029;МАССА ДРЕВЕСНАЯ ВСЯКАЯ;10
131033;ОТБОР ОТ ДРЕВЕСНОЙ ЦЕЛЛЮЛОЗЫ;10
131048;ЦЕЛЛЮЛОЗА ДРЕВЕСНАЯ ОБЛАГОРОЖЕННАЯ;10
131067;ЦЕЛЛЮЛОЗА, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10
131071;ЦЕЛЛЮЛОЗА СУЛЬФАТНАЯ БЕЛЕНАЯ;10
131086;ЦЕЛЛЮЛОЗА СУЛЬФАТНАЯ НЕБЕЛЕНАЯ;10
131090;ЦЕЛЛЮЛОЗА СУЛЬФИТНАЯ БЕЛЕНАЯ;10
131103;ЦЕЛЛЮЛОЗА СУЛЬФИТНАЯ НЕБЕЛЕНАЯ;10
132002;БУМАГА И КАРТОН;10
132017;АЛИГНИН;10
132021;БУМАГА АЛЬБОМНАЯ;10
132036;БУМАГА АФИШНАЯ;10
132040;БУМАГА БИЛЕТНАЯ;10
132055;БУМАГА ГАЗЕТНАЯ;10
132061;БУМАГА ГЕРБОВАЯ (С ВОДЯНЫМИ ЗНАКАМИ);10
132074;БУМАГА ГОФРИРОВАННАЯ;10
132089;БУМАГА ДЕКОРАТИВНО-ОФОРМИТЕЛЬСКАЯ;10
132093;БУМАГА ДЛЯ ПЕЧАТИ;10
132106;БУМАГА ИНДИКАТОРНАЯ (КРАХМАЛЬНАЯ, КУРКУМО-ВАЯ, ЛАКМУСОВАЯ,;10
;ЙОДНАЯ);
132110;БУМАГА КАРТОГРАФИЧЕСКАЯ;10
132125;БУМАГА КОПИРОВАЛЬНАЯ;10
132138;БУМАГА КУРИТЕЛЬНАЯ;10
132144;БУМАГА ОБОЙНАЯ;10
132159;БУМАГА ПИСЧАЯ И ТЕТРАДНАЯ;10
132163;БУМАГА ПРОМОКАТЕЛЬНАЯ;10
132178;БУМАГА, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10
132182;БУМАГА САЛФЕТОЧНАЯ;10
132197;БУМАГА ЦВЕТНАЯ;10
132204;БУМАГА ЭЛЕКТРОТЕХНИЧЕСКАЯ;10
132214;БУМАГА ЭТИКЕТОЧНАЯ;10
132229;БУМАГА-ОСНОВА;10
132233;ГРАНИТОЛЬ НА БУМАЖНОЙ ОСНОВЕ;10
132248;КАЛЬКА, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10
132252;КАРТОН БИЛЕТНЫЙ;10
132267;КАРТОН ДЛЯ ГОФРЫ;10
132271;КАРТОН ДЛЯ МАТРИЦ;10
132286;КАРТОН КОРОБОЧНЫЙ;10
132303;КАРТОН КРОВЕЛЬНЫЙ НЕПРОПИТАННЫЙ;10
132318;КАРТОН ОБЛИЦОВОЧНЫЙ;10
132322;КАРТОН ПЕРЕПЛЕТНЫЙ;10
132337;КАРТОН ОБУВНОЙ;10
132341;КАРТОН ПРОКЛАДОЧНЫЙ;10
132356;КАРТОН, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;10
132360;КАРТОН СТЕЛЕЧНЫЙ;10
132375;КАРТОН СТРОИТЕЛЬНЫЙ ПРОЧИЙ;10
132380;КАРТОН ТАРНЫЙ;10
132394;КАРТОН ТЕХНИЧЕСКИЙ РАЗНОГО НАЗНАЧЕНИЯ;10
132407;КАРТОН ЧЕМОДАННЫЙ;10
132411;КАРТОН ШПУЛЬНЫЙ;10
132426;ПЕРГАМЕНТ;10
132430;ПОДПЕРГАМЕНТ;10
132445;ЭЛЕКТРОКАРТОН;10
;ИЗДЕЛИЯ ИЗ БУМАГИ И КАРТОНА;
133014;ГИЛЬЗЫ ПАПИРОСНЫЕ;10
133024;ИЗДЕЛИЯ ИЗ БУМАГИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
133039;ИЗДЕЛИЯ ИЗ КАРТОНА (В ТОМ ЧИСЛЕ ГОФРИРОВАН-НОГО) НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
133043;ИЗДЕЛИЯ ФИБРОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
133058;КАЛЬКА ДИАЗОТИПНАЯ И ФОТОГРАФИЧЕСКАЯ;10
133062;КАРТОН ГОФРИРОВАННЫЙ;10
133077;КОНВЕРТЫ БУМАЖНЫЕ;10
133081;КОРОБКИ КАРТОННЫЕ;10
133096;КРАФТМЕШКИ;10
133109;ЛЕНТА БУМАЖНАЯ ВСЯКАЯ;10
133113;МЕШКИ БУМАЖНЫЕ;10
133128;НАБИВКИ БУМАЖНЫЕ СУХИЕ И ПРОСАЛЕННЫЕ;10
133132;ОБОИ;10
133147;ПАКЕТЫ БУМАЖНЫЕ;10
133151;ПАПКИ И ОБЛОЖКИ;10
133166;ПРОКЛАДКИ КАРТОННЫЕ БУГОРЧАТЫЕ ДЛЯ УПАКОВКИ ЯИЦ;10
133170;ТАРА БУМАЖНАЯ И КАРТОННАЯ;10
133185;ФИБРА;10
133190;ШПАГАТ И ШНУР БУМАЖНЫЕ;10
133202;ЯЩИКИ КАРТОННЫЕ ВСЯКИЕ;10
140009;РУДА ЖЕЛЕЗНАЯ И МАРГАНЦЕВАЯ;9
141001;РУДЫ И КОНЦЕНТРАТЫ ЖЕЛЕЗНЫЕ;9
141016;АГЛОМЕРАТ ЖЕЛЕЗОРУДНЫЙ;9
141020;АГЛОМЕРАТ ХРОМИТОВОЙ РУДЫ;9
141035;БРИКЕТЫ ЖЕЛЕЗНОЙ РУДЫ;9
141048;БРИКЕТЫ ХРОМИТОВОЙ РУДЫ;9
141054;ЖЕЛЕЗНЯК БУРЫЙ;10
141069;ЖЕЛЕЗНЯК МАГНИТНЫЙ;10
141073;ЖЕЛЕЗНЯК ХРОМИСТЫЙ (ХРОМИТ);10
141088;КВАРЦИТЫ БАКАЛЬСКИЕ, КРИВОРОЖСКИЕ И КМА (ЖЕЛЕЗОРУДНОЕ СЫРЬЕ);10
141092;КОНЦЕНТРАТ ЖЕЛЕЗОРУДНЫЙ (ГЕМАТИТ);9
141105;КОНЦЕНТРАТ ХРОМИТОВОЙ РУДЫ;9
141114;ОКАТЫШИ ЖЕЛЕЗОРУДНЫЕ;10
141124;ПЫЛЬ КОЛОШНИКОВАЯ (РУДНАЯ);10
141139;РУДА ЖЕЛЕЗНАЯ АГЛОМЕРАЦИОННАЯ (АГЛОРУДА);9
141143;РУДА ЖЕЛЕЗНАЯ ДОМЕННАЯ;9
141158;РУДА ЖЕЛЕЗНАЯ МАРТЕНОВСКАЯ;9
141162;РУДА ЖЕЛЕЗНАЯ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;9
141177;РУДА ХРОМОВАЯ (ХРОМИТОВАЯ);9
141181;РУДЫ ЧЕРНЫХ МЕТАЛЛОВ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;9
141196;ЖЕЛЕЗО ГУБЧАТОЕ, ОТХОДЫ;10
142004;РУДЫ И КОНЦЕНТРАТЫ МАРГАНЦЕВЫЕ;9
142019;АГЛОМЕРАТ МАРГАНЦЕВЫЙ;10
142023;БРИКЕТЫ МАРГАНЦЕВОЙ РУДЫ;9
142038;КОНЦЕНТРАТЫ МАРГАНЦЕВОЙ РУДЫ;9
142042;ОКАТЫШИ МАРГАНЦЕВОЙ РУДЫ;9
142057;ПИРОКСИДЫ, ПИРОЛЮЗИТЫ (РУДА МАРГАНЦЕВАЯ);9
142061;РУДА МАРГАНЦЕВАЯ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;9
150000;СЫРЬЕ ЦВЕТНЫХ МЕТАЛЛОВ, СЫРЬЕ СЕРНОЕ;10
151003;РУДЫ И КОНЦЕНТРАТЫ ЦВЕТНЫХ МЕТАЛЛОВ;9
151018;АГЛОМЕРАТ ТИТАНОМАГНЕТИТОВОЙ РУДЫ;9
151022;АРГЕНТИТ;10
151037;БОКСИТЫ;10
151041;БРИКЕТЫ ТИТАНОМАГНЕТИТОВОЙ РУДЫ;9
151056;БРИКЕТЫ ЦВЕТНЫХ РУД;10
151060;ГЛИНОЗЕМ;10
151075;КЛИНКЕР РУД ЦВЕТНЫХ МЕТАЛЛОВ;10
151087;КОНЦЕНТРАТ АЛУНИТОВЫЙ;10
151094;КОНЦЕНТРАТ БЕРИЛЛОВЫЙ;10
151107;КОНЦЕНТРАТ ВОЛЬФРАМОВЫЙ;10
151111;КОНЦЕНТРАТ ИЛЬМЕНИТОВЫЙ;10
151126;КОНЦЕНТРАТ ИНДИЕВЫЙ;10
151130;КОНЦЕНТРАТ КОБАЛЬТОВЫЙ;10
151145;КОНЦЕНТРАТ ЛИТИЕВЫЙ;10
151153;КОНЦЕНТРАТ МЕДНОКОЛ-ЧЕДАННЫЙ;10
151164;КОНЦЕНТРАТ МЕДНЫЙ;10
151179;КОНЦЕНТРАТ МОЛИБДЕНОВЫЙ;10
151183;КОНЦЕНТРАТ НЕФЕЛИНОВЫЙ;10
151198;КОНЦЕНТРАТ НИКЕЛЕВЫЙ;10
151200;КОНЦЕНТРАТ ОЛОВЯННЫЙ;10
151215;КОНЦЕНТРАТ РУД ЦВЕТНЫХ МЕТАЛЛОВ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;10
151220;КОНЦЕНТРАТ СВИНЦОВО-ЦИНКОВЫЙ;10
151234;КОНЦЕНТРАТ СВИНЦОВЫЙ;10
151249;КОНЦЕНТРАТ СУРЬМЯНЫЙ;10
151253;КОНЦЕНТРАТ ЦИНКОВЫЙ;10
151268;КОНЦЕНТРАТ ЦИРКОНОВЫЙ;10
151272;КОНЦЕНТРАТ ШЛИХОВЫЙ;10
151287;ПЫЛЬ ВАТЕРЖАКЕТНАЯ;10
151291;ПЫЛЬ КОТРЕЛЬНАЯ;10
151304;РОШТЕЙН ЦВЕТНЫХ РУД;10
151319;РУБИДИЙ МЕТАЛЛИЧЕСКИЙ;10
151323;РУДА АЛУНИТОВАЯ;9
151338;РУДА АЛЮМИНИЕВАЯ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;9
151342;РУДА ВОЛЬФРАМОВАЯ;9
151357;РУДА ИЛЬМЕНИТОВАЯ;9
151361;РУДА КВАСЦОВАЯ;9
151376;РУДА КОБАЛЬТОВАЯ;9
151380;РУДА ЛИТИЕВАЯ;9
151395;РУДА МЕДНАЯ;9
151408;РУДА МЕДНО-ЦИНКОВАЯ;9
151412;РУДА МЕДНОКОЛЧЕДАННАЯ (МЕДНЫЙ КОЛЧЕДАН);9
151427;РУДА МОЛИБДЕНОВАЯ;9
151431;РУДА МЫШЬЯКОВИСТАЯ;9
151446;РУДА НЕФЕЛИНОВАЯ;9
151450;РУДА НИКЕЛЕВАЯ;9
151465;РУДА ОЛОВЯННАЯ;9
151472;РУДА ПОЛИМЕТАЛЛИЧЕСКАЯ;9
151484;РУДА РТУТНАЯ;9
151499;РУДА СВИНЦОВАЯ;9
151501;РУДА СВИНЦОВОЦИНКОВАЯ;9
151516;РУДА СТРОНЦИЕВАЯ;9
151520;РУДА СУРЬМЯНАЯ;9
151535;РУДА ТИТАНОМАГНЕТИТОВАЯ;9
151549;РУДА ЦИНКОВАЯ;9
151554;РУДЫ ДРАГОЦЕННЫХ МЕТАЛЛОВ;9
151569;РУДЫ ЦВЕТНЫХ МЕТАЛЛОВ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;9
151573;СПЛАВЫ БАРИЯ НЕПИРОФОРНЫЕ;10
151588;СТРОНЦИАНИТ ПРИРОДНЫЙ;10
151592;ЦЕЗИЙ;10
151605;ШЛАМ АЛЮМОЖЕЛЕЗИСТЫЙ;10
151615;ШЛАМ СЕЛЕНИСТЫЙ;10
151624;ШЛАМ ЦВЕТНЫХ МЕТАЛЛОВ И ИХ РУД, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;10
151639;ШЛИХ ЦВЕТНЫХ РУД (ПРОМЫТАЯ И ИЗМЕЛЬЧЕННАЯ РУДА);9
151643;ШТЕЙН МЕДНЫЙ;10
151658;ШТЕЙН НИКЕЛЕВЫЙ;10
151662;ШТЕЙН СВИНЦОВЫЙ;10
152006;КОЛЧЕДАН СЕРНЫЙ;10
152010;КОЛЧЕДАН УГЛИСТЫЙ;10
152025;КОНЦЕНТРАТ СЕРНОГО КОЛЧЕДАНА;10
152030;ПИРИТ (КОЛЧЕДАН СЕРНЫЙ) ВСЯКИЙ;10
153009;СЫРЬЕ СЕРНОЕ, КРОМЕ СЕРНОГО КОЛЧЕДАНА;10
153013;РУДА СЕРНАЯ;9
153028;СЫРЬЕ СЕРНОЕ, КРОМЕ СЕРНОГО КОЛЧЕДАНА, НЕ ПОИМЕНОВАННОЕ В АЛФАВИТЕ;10
153032;ХВОСТЫ ФЛОТАЦИОННЫЕ ПИРИТОВ;10
160002;ТОПЛИВО МИНЕРАЛЬНОЕ (УГОЛЬ КАМЕННЫЙ, УГОЛЬ БУРЫЙ);1
161005;УГОЛЬ КАМЕННЫЙ;1
161016;АНТРАЦИТ;1
161024;БРИКЕТЫ БУРОУГОЛЬНЫЕ;1
161039;БРИКЕТЫ КАМЕННОУГОЛЬНЫЕ;1
161043;КОНЦЕНТРАТ УГОЛЬНЫЙ;1
161058;ПОЛУАНТРАЦИТ;1
161062;ПРОМПРОДУКТ УГОЛЬНЫЙ;1
161077;УГОЛЬ БУРЫЙ МЕЛКИЙ ПОДМОСКОВНОГО БАССЕЙНА;1
