etsng_code;etsng_name;cargo_group_code;cargo_group_name
40008;ОВОЩИ, КАРТОФЕЛЬ, БАХЧЕВЫЕ КУЛЬТУРЫ СВЕЖИЕ, СВЕКЛА САХАРНАЯ;10;Остальные грузы
41000;ОВОЩИ СВЕЖИЕ;10;Остальные грузы
41015;АРТИШОК СВЕЖИЙ;10;Остальные грузы
41022;БАКЛАЖАНЫ СВЕЖИЕ;10;Остальные грузы
41034;БОБЫ ОВОЩНЫЕ СВЕЖИЕ;10;Остальные грузы
41049;БРЮКВА СВЕЖАЯ;10;Остальные грузы
41053;ГОРОХ ОВОЩНОЙ СВЕЖИЙ;7;Хлебные грузы
41068;ГРИБЫ, В ТОМ ЧИСЛЕ ШАМПИНЬОНЫ, СВЕЖИЕ;10;Остальные грузы
41072;КОРНЕПЛОДЫ СВЕЖИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
41087;КАБАЧКИ СВЕЖИЕ;10;Остальные грузы
41091;КАПУСТА СВЕЖАЯ;10;Остальные грузы
41104;ЛУК ЗЕЛЕНЫЙ, В ТОМ ЧИСЛЕ ПОРЕЙ;10;Остальные грузы
41119;ЛУК РЕПЧАТЫЙ И СЕЯНЕЦ;10;Остальные грузы
41123;ОВОЩИ СВЕЖЕМОРОЖЕНЫЕ;10;Остальные грузы
41138;ОВОЩИ СВЕЖИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
41142;ОГУРЦЫ СВЕЖИЕ;10;Остальные грузы
41157;ПАСТЕРНАК СВЕЖИЙ;10;Остальные грузы
41161;ПЕРЕЦ (В СТРУЧКАХ) СВЕЖИЙ;10;Остальные грузы
41176;ПЕТРУШКА СВЕЖАЯ;10;Остальные грузы
41180;МОРКОВЬ СВЕЖАЯ;10;Остальные грузы
41195;ТОМАТЫ (ПОМИДОРЫ) СВЕЖИЕ;10;Остальные грузы
41208;РЕВЕНЬ ОВОЩНОЙ СВЕЖИЙ;10;Остальные грузы
41212;РЕДИС СВЕЖИЙ;10;Остальные грузы
41227;РЕДЬКА СВЕЖАЯ;10;Остальные грузы
41231;РЕПА СВЕЖАЯ;10;Остальные грузы
41246;САЛАТ СВЕЖИЙ;10;Остальные грузы
41250;СВЕКЛА КОРМОВАЯ СВЕЖАЯ;10;Остальные грузы
41265;СВЕКЛА СТОЛОВАЯ СВЕЖАЯ;10;Остальные грузы
41275;СЕЛЬДЕРЕЙ СВЕЖИЙ;10;Остальные грузы
41284;СПАРЖА СВЕЖАЯ;10;Остальные грузы
41299;ТУРНЕПС СВЕЖИЙ;10;Остальные грузы
41301;УКРОП СВЕЖИЙ;10;Остальные грузы
41316;ФАСОЛЬ ОВОЩНАЯ СВЕЖАЯ;10;Остальные грузы
41320;ХРЕН СВЕЖИЙ;10;Остальные грузы
41335;ЦИКОРИЙ СВЕЖИЙ;10;Остальные грузы
41341;ЧЕСНОК СВЕЖИЙ;10;Остальные грузы
41354;ШПИНАТ СВЕЖИЙ;10;Остальные грузы
41369;ЩАВЕЛЬ СВЕЖИЙ;10;Остальные грузы
42003;БАХЧЕВЫЕ КУЛЬТУРЫ;10;Остальные грузы
42018;АРБУЗЫ СВЕЖИЕ;10;Остальные грузы
42022;ДЫНИ СВЕЖИЕ;10;Остальные грузы
42037;ТЫКВА СВЕЖАЯ;10;Остальные грузы
43006;КАРТОФЕЛЬ СВЕЖИЙ;10;Остальные грузы
43010;КАРТОФЕЛЬ РАННИЙ;10;Остальные грузы
43025;КАРТОФЕЛЬ ПОЗДНИЙ;10;Остальные грузы
43038;КАРТОФЕЛЬ СЕМЕННОЙ;10;Остальные грузы
44009;СВЕКЛА САХАРНАЯ;10;Остальные грузы
50009;ФРУКТЫ И ЯГОДЫ СВЕЖИЕ. ОРЕХИ;10;Остальные грузы
51002;ФРУКТЫ И ЯГОДЫ СВЕЖИЕ, КРОМЕ ЯБЛОК И ЦИТРУСОВЫХ;10;Остальные грузы
51017;АБРИКОСЫ СВЕЖИЕ;10;Остальные грузы
51021;АЙВА СВЕЖАЯ;10;Остальные грузы
51036;АЛЫЧА СВЕЖАЯ;10;Остальные грузы
51040;АНАНАСЫ СВЕЖИЕ;10;Остальные грузы
51055;БАНАНЫ СВЕЖИЕ;10;Остальные грузы
51061;БАРБАРИС СВЕЖИЙ;7;Хлебные грузы
51074;БРУСНИКА СВЕЖАЯ;4;Лесные грузы
51089;БРУСНИКА СВЕЖЕМОРОЖЕНАЯ;4;Лесные грузы
51093;ВИНОГРАД СВЕЖИЙ;10;Остальные грузы
51106;ВИШНИ СВЕЖИЕ;10;Остальные грузы
51110;ГРАНАТЫ (ПЛОДЫ);10;Остальные грузы
51125;ГРУШИ СВЕЖИЕ;10;Остальные грузы
51138;ЗЕМЛЯНИКА СВЕЖАЯ;10;Остальные грузы
51144;КИЗИЛ СВЕЖИЙ;10;Остальные грузы
51159;КЛЮКВА СВЕЖАЯ;10;Остальные грузы
51163;КЛЮКВА СВЕЖЕМОРОЖЕНАЯ;10;Остальные грузы
51178;КРЫЖОВНИК СВЕЖИЙ;10;Остальные грузы
51182;МАЛИНА СВЕЖАЯ;10;Остальные грузы
51197;МАСЛИНЫ (ОЛИВКИ) СВЕЖИЕ;10;Остальные грузы
51204;МУШМУЛА СВЕЖАЯ;10;Остальные грузы
51214;ОБЛЕПИХА СВЕЖАЯ;10;Остальные грузы
51229;ОБЛЕПИХА СВЕЖЕМОРОЖЕНАЯ;10;Остальные грузы
51233;ПЕРСИКИ СВЕЖИЕ;10;Остальные грузы
51248;РЯБИНА (ЯГОДЫ) СВЕЖАЯ;10;Остальные грузы
51252;РЯБИНА (ЯГОДЫ) СВЕЖЕМОРОЖЕНАЯ;10;Остальные грузы
51267;СЛИВЫ СВЕЖИЕ;10;Остальные грузы
51271;СМОКВА (ЯГОДЫ ВИННЫЕ, ИНЖИР) СВЕЖАЯ;10;Остальные грузы
51286;СМОРОДИНА СВЕЖАЯ;10;Остальные грузы
51290;ТЕРН (ТЕРНОВНИК) СВЕЖИЙ;10;Остальные грузы
51303;ФРУКТЫ СВЕЖИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
51318;ФРУКТЫ СВЕЖЕМОРОЖЕНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
51322;ХУРМА СВЕЖАЯ;10;Остальные грузы
51337;ХУРМА СВЕЖЕМОРОЖЕНАЯ;10;Остальные грузы
51341;ЧЕРЕМУХА (ЯГОДЫ) СВЕЖАЯ;10;Остальные грузы
51356;ЧЕРЕШНЯ СВЕЖАЯ;10;Остальные грузы
51360;ЧЕРНИКА СВЕЖАЯ;10;Остальные грузы
51375;ЯГОДЫ СВЕЖИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
51380;ЯГОДЫ СВЕЖЕМОРОЖЕНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
52005;ЯБЛОКИ;10;Остальные грузы
52014;ЯБЛОКИ СВЕЖЕМОРОЖЕНЫЕ;10;Остальные грузы
52024;ЯБЛОКИ СВЕЖИЕ;10;Остальные грузы
53008;ЦИТРУСОВЫЕ;10;Остальные грузы
53012;АПЕЛЬСИНЫ СВЕЖИЕ;10;Остальные грузы
53027;ГРЕЙПФРУТЫ СВЕЖИЕ;10;Остальные грузы
53031;ЛИМОНЫ СВЕЖИЕ;10;Остальные грузы
53046;МАНДАРИНЫ СВЕЖИЕ;10;Остальные грузы
53050;ПОМЕРАНЦЫ СВЕЖИЕ;10;Остальные грузы
53065;ЦИТРУСОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
54000;ОРЕХИ;10;Остальные грузы
54015;АРАХИС (ЗЕМЛЯНОЙ ОРЕХ);10;Остальные грузы
54020;КАШТАНЫ;10;Остальные грузы
54034;КОПРА (МЯКОТЬ КОКОСОВОГО ОРЕХА);10;Остальные грузы
54049;ОРЕХИ ГРЕЦКИЕ;10;Остальные грузы
54053;ОРЕХИ КЕДРОВЫЕ;10;Остальные грузы
54068;ОРЕХИ ЛЕЩИННЫЕ (ФУНДУК);10;Остальные грузы
54072;ОРЕХИ МИНДАЛЬНЫЕ (МИНДАЛЬ);10;Остальные грузы
54087;ОРЕХИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
54091;ОРЕХИ ФИСТАШКОВЫЕ (ФИСТАШКИ);10;Остальные грузы
54104;ЯДРА ОРЕХОВ И ФРУКТОВЫХ КОСТОЧЕК;10;Остальные грузы
54119;ОРЕХИ ТУНГОВЫЕ;10;Остальные грузы
60001;ЖИВОТНЫЕ, ПТИЦЫ, ПЧЕЛЫ;10;Остальные грузы
61004;КРУПНЫЙ И МЕЛКИЙ РОГАТЫЙ СКОТ;10;Остальные грузы
61019;БАРАНЫ;10;Остальные грузы
61023;БУЙВОЛЫ;10;Остальные грузы
61038;БЫКИ;10;Остальные грузы
61042;ВОЛЫ;10;Остальные грузы
61057;КОЗЫ;10;Остальные грузы
61061;КОРОВЫ;10;Остальные грузы
61076;ОВЦЫ;10;Остальные грузы
61080;СКОТ КРУПНЫЙ РОГАТЫЙ ПЛЕМЕННОЙ;10;Остальные грузы
61095;СКОТ КРУПНЫЙ РОГАТЫЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;10;Остальные грузы
61108;СКОТ МЕЛКИЙ РОГАТЫЙ ПЛЕМЕННОЙ;10;Остальные грузы
61112;СКОТ МЕЛКИЙ РОГАТЫЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;10;Остальные грузы
61127;ТЕЛЯТА;10;Остальные грузы
61131;ЯКИ;10;Остальные грузы
62007;СВИНЬИ И ПОРОСЯТА;10;Остальные грузы
62011;ПОРОСЯТА;10;Остальные грузы
62026;СВИНЬИ;10;Остальные грузы
62030;СВИНЬИ ПЛЕМЕННЫЕ;10;Остальные грузы
63006;ЖИВОТНЫЕ ПРОЧИЕ, ПТИЦЫ ЖИВЫЕ И ПЧЕЛЫ;10;Остальные грузы
63014;ВЕРБЛЮДЫ;10;Остальные грузы
63029;ГРЕНА ТУТОВОГО ШЕЛКОПРЯДА;10;Остальные грузы
63033;ЖЕРЕБЯТА;10;Остальные грузы
63048;ЖИВОТНЫЕ ДИКИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
63052;ЖИВОТНЫЕ ДОМАШНИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
63067;ЖИВОТНЫЕ МОРСКИЕ;10;Остальные грузы
63071;КРОЛИКИ;10;Остальные грузы
63086;ЛОСИ;10;Остальные грузы
63090;ЛОШАДИ;10;Остальные грузы
63103;ЛОШАКИ;10;Остальные грузы
63118;МУЛЫ;10;Остальные грузы
63122;ОЛЕНИ;10;Остальные грузы
63137;ОСЛЫ;10;Остальные грузы
63141;ПОНИ;10;Остальные грузы
63156;ПТИЦА ЖИВАЯ ВСЯКАЯ (ДОМАШНЯЯ И ДИКАЯ);10;Остальные грузы
63160;ПЧЕЛЫ В УЛЬЯХ;10;Остальные грузы
63175;СОБАКИ;10;Остальные грузы
70003;ПРОЧАЯ ПРОДУКЦИЯ СЕЛЬСКОГО ХОЗЯЙСТВА;10;Остальные грузы
71006;СЕНО, СОЛОМА И КОРМА РАСТИТЕЛЬНЫЕ;10;Остальные грузы
71010;КАМЫШ;10;Остальные грузы
71025;КОРМА РАСТИТЕЛЬНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
71030;КРАПИВА;10;Остальные грузы
71044;МОХ;10;Остальные грузы
71059;МУКА ТРАВЯНАЯ;7;Хлебные грузы
71063;ПОЧАТКИ КУКУРУЗНЫЕ ОБРУШЕННЫЕ;10;Остальные грузы
71078;СЕНО ПРЕССОВАННОЕ;10;Остальные грузы
71082;СИЛОС;10;Остальные грузы
71097;СОЛОМА ПРЕССОВАННАЯ;10;Остальные грузы
71106;СТЕБЛИ КУКУРУЗЫ И ХЛОПЧАТНИКА;10;Остальные грузы
71114;ТРАВЫ КОРМОВЫЕ;10;Остальные грузы
71129;ТРОСТНИК;10;Остальные грузы
71133;ПОЛОВА;10;Остальные грузы
72009;СЫРЬЕ ТАБАКА И МАХОРКИ;10;Остальные грузы
72013;ОТХОДЫ ТАБАЧНЫЕ СЫРЫЕ (КРОШКА И ПЫЛЬ);10;Остальные грузы
72028;СЫРЬЕ МАХОРКИ, НЕ ПОИМЕНОВАННОЕ В АЛФАВИТЕ;10;Остальные грузы
72032;СЫРЬЕ ТАБАКА;10;Остальные грузы
72047;ТАБАК В ЛИСТЬЯХ И КОРЕШКАХ;10;Остальные грузы
72051;ТАБАК-СЫРЬЕ ФЕРМЕНТИРОВАННОЕ;10;Остальные грузы
73001;КУЛЬТУРЫ ПРЯДИЛЬНЫЕ, КРОМЕ ХЛОПЧАТНИКА;10;Остальные грузы
73016;КУЛЬТУРЫ ПРЯДИЛЬНЫЕ ПРОЧИЕ В СТЕБЛЯХ;10;Остальные грузы
73020;СОЛОМА ЛЬНА;10;Остальные грузы
73035;СТЕБЛИ ДЖУТА;10;Остальные грузы
73045;СТЕБЛИ КЕНАФА;10;Остальные грузы
73054;СТЕБЛИ КОНОПЛИ;10;Остальные грузы
73069;ТРЕСТА КОНОПЛИ;10;Остальные грузы
73073;ТРЕСТА ЛЬНА;10;Остальные грузы
73088;ТРЕСТА ПРЯДИЛЬНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10;Остальные грузы
74004;СЫРЬЕ ЛЕКАРСТВЕННОЕ РАСТИТЕЛЬНОЕ;10;Остальные грузы
74019;АЛОЭ (РАСТЕНИЕ ЛЕКАРСТВЕННОЕ);10;Остальные грузы
74023;ТРАВА АНАБАЗИСА (ЕЖОВНИКА) БЕЗЛИСТНОГО;10;Остальные грузы
74038;БОДЯГА (КОЛОНИИ ПРЕСНОВОДНЫХ ГУБОК);10;Остальные грузы
74042;ВОДОРОСЛИ ВСЯКИЕ;10;Остальные грузы
74057;ТРАВА ДОННИКА ЛЕКАРСТВЕННОГО;10;Остальные грузы
74061;КАПУСТА МОРСКАЯ;10;Остальные грузы
74076;КОРА ЛЕКАРСТВЕННЫХ КУЛЬТУР (КАЛИНЫ КРУШИНЫ И ДР.), НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10;Остальные грузы
74080;КОРА ХИННАЯ;10;Остальные грузы
74095;КОРОБОЧКИ МАКА С ВЕРХНИМИ ЧАСТЯМИ СТЕБЛЕЙ;10;Остальные грузы
74108;КОРНИ ЛЕКАРСТВЕННЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
74112;КОРНИ РЕВЕНЯ;10;Остальные грузы
74127;ЛИШАЙНИКИ;10;Остальные грузы
74131;МЯТА ПЕРЕЧНАЯ;10;Остальные грузы
74146;ПОЛЫНЬ ЦИТВАРНАЯ;10;Остальные грузы
74150;ПОЧКИ БЕРЕЗОВЫЕ, СОСНОВЫЕ, ТОПОЛИНЫЕ И ДР.;10;Остальные грузы
74165;РАСТЕНИЯ ЛЕКАРСТВЕННЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
74174;РОМАШКА ВСЯКАЯ;10;Остальные грузы
74184;СПОРЫ ПЛАУНА (ЛИКОПОДИЙ);10;Остальные грузы
74199;ТИМЬЯН;10;Остальные грузы
74201;ХМЕЛЬ;10;Остальные грузы
74216;ЦВЕТ БУЗИНОВЫЙ, ЛИПОВЫЙ;10;Остальные грузы
74220;ШИПОВНИК (ЯГОДЫ);10;Остальные грузы
74235;ЯГОДЫ ЛЕКАРСТВЕННЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
74240;ШИШКОЯГОДЫ (ПЛОДЫ) МОЖЖЕВЕЛЬНИКА ОБЫКНОВЕННОГО;10;Остальные грузы
74254;ЛИСТЬЯ СКУМПИИ;10;Остальные грузы
75007;РАССАДА ОВОЩНАЯ, ЦВЕТОЧНАЯ, ЯГОДНАЯ. ЦВЕТЫ ЖИВЫЕ И СВЕЖЕСРЕЗАННЫЕ;10;Остальные грузы
75011;ЛУКОВИЦЫ (КЛУБНИ) ЦВЕТОЧНЫЕ;10;Остальные грузы
75026;МИЦЕЛИЙ ГРИБОВ ШАМПИНЬОНОВ;10;Остальные грузы
75030;ПРИВИВКИ (РАСТЕНИЯ);10;Остальные грузы
75045;РАССАДА ОВОЩНАЯ, ЦВЕТОЧНАЯ, ЯГОДНАЯ;10;Остальные грузы
75050;РАССАДА, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10;Остальные грузы
75064;ЦВЕТЫ ЖИВЫЕ И СВЕЖЕСРЕЗАННЫЕ ВСЯКИЕ;10;Остальные грузы
75079;ЧЕРЕНКИ РАСТЕНИЙ;10;Остальные грузы
76003;ШЕРСТЬ, ВОЛОС, ПУХ, ПЕРО;10;Остальные грузы
76014;ВОЛОС ВСЯКИЙ;10;Остальные грузы
76029;ГРИВЫ И ХВОСТЫ;10;Остальные грузы
76033;ОТХОДЫ ПЕРА, ПУХА;10;Остальные грузы
76048;ПЕРО ПТИЧЬЕ;10;Остальные грузы
76052;ПУХ ПТИЦ ВСЯКИХ;10;Остальные грузы
76067;ПУХ ЖИВОТНЫХ;10;Остальные грузы
76071;ШЕРСТЬ-ЛИНЬКА;10;Остальные грузы
76086;ШЕРСТЬ МЫТАЯ;10;Остальные грузы
76090;ШЕРСТЬ НЕМЫТАЯ;10;Остальные грузы
76103;ЩЕТИНА;10;Остальные грузы
77002;КОЖИ, ШКУРЫ И ПУШНИНА НЕВЫДЕЛАННЫЕ;10;Остальные грузы
77017;КАРАКУЛЬ НЕВЫДЕЛАННЫЙ;10;Остальные грузы
77021;КОЖИ НЕВЫДЕЛАННЫЕ ВСЯКИЕ;10;Остальные грузы
77036;ЛОСКУТ КОЖАНЫЙ НЕВЫДЕЛАННЫЙ;10;Остальные грузы
77040;МЕРЛУШКИ (ШКУРКИ ОВЕЧЬИ) НЕВЫДЕЛАННЫЕ;10;Остальные грузы
77055;ОВЧИНЫ (ШКУРЫ БАРАНЬИ И ОВЕЧЬИ) НЕВЫДЕЛАННЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
77066;ПУШНИНА НЕВЫДЕЛАННАЯ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ СМУШКИ (ШКУРКИ ОВЕЧЬИ) НЕВЫДЕЛАННЫЕ;10;Остальные грузы
77074;;10;Остальные грузы
77089;СЫРЬЕ КОЖАНОЕ МОКРОСОЛЕНОЕ;10;Остальные грузы
77093;СЫРЬЕ КОЖАНОЕ СУХОСОЛЕНОЕ;10;Остальные грузы
77106;ХВОСТЫ ПУШНИНЫ НЕВЫДЕЛАННЫЕ;10;Остальные грузы
77110;ШКУРКИ (МЕХА) ПУШНЫХ ЗВЕРЕЙ НЕВЫДЕЛАННЫЕ;10;Остальные грузы
77125;ШКУРЫ И ШКУРКИ ДОМАШНИХ ЖИВОТНЫХ МЕХОВЫЕ НЕВЫДЕЛАННЫЕ;10;Остальные грузы
77132;ШКУРКИ ЗМЕИНЫЕ НЕВЫДЕЛАННЫЕ;10;Остальные грузы
77144;ШКУРЫ И ШКУРКИ НЕВЫДЕЛАННЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
77159;ШКУРЫ МОРСКОГО ЗВЕРЯ НЕВЫДЕЛАННЫЕ;10;Остальные грузы
77163;ШКУРЫ РЫБ НЕВЫДЕЛАННЫЕ;10;Остальные грузы
78005;УДОБРЕНИЯ ОРГАНИЧЕСКИЕ;6;Удобрения
78019;АГРИМУС (ЛИГНИН ГИДРОЛИЗНЫЙ ДЛЯ УДОБРЕНИЯ);6;Удобрения
78024;ГУАНО;10;Остальные грузы
78039;МУКА КОСТНАЯ;7;Хлебные грузы
78043;НАВОЗ;10;Остальные грузы
78058;ТУКИ ЗЕМЛЕУДОБРИТЕЛЬНЫЕ ОРГАНИЧЕСКИЕ (КОМПОСТЫ);10;Остальные грузы
78062;УДОБРЕНИЯ ОРГАНИЧЕСКИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;6;Удобрения
80005;ЛЕСОМАТЕРИАЛЫ КРУГЛЫЕ;4;Лесные грузы
81008;ЛЕСОМАТЕРИАЛЫ КРУГЛЫЕ, КРОМЕ КРЕПЕЖНЫХ;4;Лесные грузы
81012;БАМБУК;10;Остальные грузы
81027;БАЛАНСЫ ВСЯКИХ ПОРОД ДЕРЕВА ДЛИНОЙ ДО 1,5 М ВКЛЮЧИТЕЛЬНО, КРОМЕ ХВОЙНЫХ;4;Лесные грузы
81031;БАЛАНСЫ ВСЯКИХ ПОРОД ДЕРЕВА ДЛИНОЙ СВЫШЕ 1,5 М, КРОМЕ ХВОЙНЫХ;4;Лесные грузы
81046;БАЛАНСЫ ХВОЙНЫХ ПОРОД ДЕРЕВА;4;Лесные грузы
81050;ДРЕВЕСИНА ЭКСТРАКТОВАЯ;4;Лесные грузы
81065;ЕЛЬ РЕЗОНАНСОВАЯ КРУГЛАЯ;10;Остальные грузы
81079;ЖЕРДИ И КОЛЬЯ;10;Остальные грузы
81084;КРЯЖ ВСЯКИХ ПОРОД ДЕРЕВА;10;Остальные грузы
81099;ЛЕСОМАТЕРИАЛЫ ВСЯКИХ ПОРОД ДЛИНОЙ ДО 2 М ВКЛЮЧИТЕЛЬНО;4;Лесные грузы
81101;ЛЕСОМАТЕРИАЛЫ ВСЯКИХ ПОРОД ДЛИНОЙ СВЫШЕ 2 М;4;Лесные грузы
81116;ЛЕСОМАТЕРИАЛЫ ГИДРОТЕХНИЧЕСКИЕ;4;Лесные грузы
81120;ЛЕСОМАТЕРИАЛЫ ДЛЯ ПРОИЗВОДСТВА СПИЧЕК (КРЯЖ СПИЧЕЧНЫЙ);4;Лесные грузы
81135;ЛЕСОМАТЕРИАЛЫ КРУГЛЫЕ, КРОМЕ КРЕПЕЖНЫХ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;4;Лесные грузы
81145;ЛЕСОМАТЕРИАЛЫ СТРОИТЕЛЬНЫЕ;4;Лесные грузы
81154;ЛЕСОМАТЕРИАЛЫ СУДОСТРОИТЕЛЬНЫЕ;4;Лесные грузы
81169;ЛЕСОМАТЕРИАЛЫ ТАРНЫЕ (КРЯЖ ТАРНЫЙ);4;Лесные грузы
81173;ЛЕСОМАТЕРИАЛЫ ФАНЕРНЫЕ (КРЯЖ ФАНЕРНЫЙ);4;Лесные грузы
81188;ПИЛОВОЧНИК ВСЯКИХ ПОРОД ДЕРЕВА;10;Остальные грузы
81192;ПОДПОРКИ ДЕРЕВЯННЫЕ (САДОВЫЕ, ВИНОГРАДНЫЕ);10;Остальные грузы
81205;СТОЛБЫ ДЕРЕВЯННЫЕ;10;Остальные грузы
82000;ЛЕСОМАТЕРИАЛЫ КРЕПЕЖНЫЕ;4;Лесные грузы
82015;ДОЛГОТЬЕ РУДНИЧНОЕ;10;Остальные грузы
82021;ПРОПСЫ (СТОЙКИ РУДНИЧНЫЕ);10;Остальные грузы
90007;ПРОДУКЦИЯ ЛЕСОПИЛЬНОГО И ФАНЕРНОГО ПРОИЗВОДСТВА;4;Лесные грузы
91008;ПИЛОМАТЕРИАЛЫ;4;Лесные грузы
91014;БАЛКИ ДЕРЕВЯННЫЕ;10;Остальные грузы
91029;ГОРБЫЛЬ;10;Остальные грузы
91033;ЕЛЬ РЕЗОНАНСОВАЯ ПИЛЕНАЯ;10;Остальные грузы
91048;ЗАГОТОВКИ ДЕРЕВЯННЫЕ ДЛЯ КАРАНДАШЕЙ;10;Остальные грузы
91052;ЗАГОТОВКИ ДЕРЕВЯННЫЕ ДЛЯ ОБРУЧЕЙ;10;Остальные грузы
91067;ЗАГОТОВКИ ДЕРЕВЯННЫЕ ЧЕРНОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
91071;ЗАГОТОВКИ ДЛЯ ЛОЖ СПОРТИВНО-ОХОТНИЧЬЕГО ОРУЖИЯ;10;Остальные грузы
91086;КЛЕПКА ДЕРЕВЯННАЯ;10;Остальные грузы
91090;ОБАПОЛ;10;Остальные грузы
91103;ПИЛОМАТЕРИАЛЫ ДЛЯ ОБОРУДОВАНИЯ ГРУЗОВЫХ ВАГОНОВ ПОД ЛЮДСКИЕ ПЕРЕВОЗКИ;4;Лесные грузы
91118;ПИЛОМАТЕРИАЛЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;4;Лесные грузы
91122;СТОЙКИ ВАГОННЫЕ ДЕРЕВЯННЫЕ;10;Остальные грузы
91137;ТРАВЕРСЫ;10;Остальные грузы
91141;ШТАКЕТНИК;10;Остальные грузы
91156;ДОЩЕЧКИ ЯЩИЧНЫЕ (ДЕТАЛИ ТАРЫ ДЕРЕВЯННОЙ) ПРОДУКЦИЯ ШПАЛОПИЛЕНИЯ (БЕЗ ПРОПИТКИ);10;Остальные грузы
92002;;10;Остальные грузы
92017;БРУСЬЯ ДЛЯ СТРЕЛОЧНЫХ ПЕРЕВОДОВ НЕПРОПИТАННЫЕ;4;Лесные грузы
92021;БРУСЬЯ МОСТОВЫЕ ДЛЯ ЖЕЛЕЗНЫХ ДОРОГ НЕПРОПИТАННЫЕ;4;Лесные грузы
92036;ВЫРЕЗКА ШПАЛЬНАЯ;10;Остальные грузы
92040;ШПАЛЫ ДЕРЕВЯННЫЕ НЕПРОПИТАННЫЕ НОВЫЕ;10;Остальные грузы
92055;ШПАЛЫ ДЕРЕВЯННЫЕ НЕПРОПИТАННЫЕ СТАРЫЕ;10;Остальные грузы
93005;ПРОДУКЦИЯ ШПАЛОПИЛЕНИЯ (С ПРОПИТКОЙ);10;Остальные грузы
93013;БРУСЬЯ ДЛЯ СТРЕЛОЧНЫХ ПЕРЕВОДОВ ПРОПИТАННЫЕ;4;Лесные грузы
93024;БРУСЬЯ МОСТОВЫЕ ДЛЯ ЖЕЛЕЗНЫХ ДОРОГ ПРОПИТАННЫЕ;4;Лесные грузы
93039;ШПАЛЫ ДЕРЕВЯННЫЕ ПРОПИТАННЫЕ НОВЫЕ;10;Остальные грузы
93043;ШПАЛЫ ДЕРЕВЯННЫЕ ПРОПИТАННЫЕ СТАРЫЕ;10;Остальные грузы
94008;ФАНЕРА И ШПОН;10;Остальные грузы
94012;ПЛАСТИКИ ДРЕВЕСНЫЕ СЛОИСТЫЕ;10;Остальные грузы
94027;ПЛИТЫ ФАНЕРНЫЕ;10;Остальные грузы
94031;ТРУБЫ И МУФТЫ ФАНЕРНЫЕ;10;Остальные грузы
94046;ФАНЕРА БАКЕЛИЗИРОВАННАЯ;10;Остальные грузы
94050;ФАНЕРА ДЕКОРАТИВНАЯ;10;Остальные грузы
94065;ФАНЕРА ДЛЯ МУЗЫКАЛЬНЫХ КЛАВИШНЫХ ИНСТРУМЕНТОВ;10;Остальные грузы
94076;ФАНЕРА КЛЕЕНАЯ;10;Остальные грузы
94084;ФАНЕРА, ОБЛИЦОВАННАЯ СТРОГАНЫМ ШПОНОМ;10;Остальные грузы
94099;ФАНЕРА, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10;Остальные грузы
94101;ШПОН ЛУЩЕНЫЙ И СТРОГАНЫЙ;10;Остальные грузы
